method,selectivity,mask_seed,query,parameter,level_name,recall,distance_computations,portal_computations,payload_computations,adjacency_reads,visited_cells,summary_checks_query,child_reads_query,latency_ms,valid_count,materialization_ms,materialization_summary_checks,copies_used_mean,active_degree_mean,postfilter_candidate_pool_lower_bound
postfilter_hnsw,0.02,0,18,8000,L2,1.0,,,10,,,0,0,30.73137680000002,19797,0.0,0,0.0,0.0,8000.0
postfilter_hnsw,0.02,0,18,16000,L2,1.0,,,10,,,0,0,30.73137680000002,19797,0.0,0,0.0,0.0,16000.0
active_c1,0.02,0,18,32,L2,0.1,455.0,370.0,85,443.0,370.0,0,0,1.4464110000176333,19797,45.3575829999977,161730,1.0,11.332837407013814,
active_c2,0.02,0,18,32,L2,0.6,725.0,641.0,84,848.0,641.0,0,0,1.4090749999979835,19797,47.2446959999786,313921,2.0,22.08692879914984,
active_c4,0.02,0,18,32,L2,0.6,1092.0,1010.0,82,1616.0,1010.0,0,0,1.512899999994488,19797,54.193905000005316,592191,4.0,41.94750265674814,
active_c8,0.02,0,18,32,L2,0.6,1402.0,1325.0,77,2797.0,1325.0,0,0,1.5749230000210446,19797,65.84418899998923,1059812,8.0,75.81147715196599,
adaptive_deg,0.02,0,18,32,L2,0.1,459.0,374.0,85,449.0,374.0,0,0,1.218690000001743,19797,112.75389200000063,178913,1.1339001062699257,12.431562167906483,
router1hop,0.02,0,18,32,L2,0.1,611.0,547.0,64,642.0,547.0,0,0,1.3573270000222237,19797,123.9512069999762,246730,1.0,17.187035069075453,
lazy_qcap,0.02,0,18,32,L2,0.1,540.0,455.0,85,591.0,370.0,591,0,1.9551049999790848,19797,45.3575829999977,161730,1.0,11.332837407013814,
witness_c1,0.02,0,18,32,L2,0.2,982.0,900.0,82,589.0,357.0,782,782,2.691359000010607,19797,53.44848600000773,190304,1.0,11.332837407013814,
active_c1,0.02,0,18,64,L2,0.5,852.0,691.0,161,909.0,691.0,0,0,2.496635999989394,19797,45.3575829999977,161730,1.0,11.332837407013814,
active_c2,0.02,0,18,64,L2,0.8,1185.0,1029.0,156,1617.0,1029.0,0,0,2.4486960000160707,19797,47.2446959999786,313921,2.0,22.08692879914984,
active_c4,0.02,0,18,64,L2,0.7,1654.0,1499.0,155,3088.0,1499.0,0,0,2.5845400000150676,19797,54.193905000005316,592191,4.0,41.94750265674814,
active_c8,0.02,0,18,64,L2,0.7,2055.0,1901.0,154,5709.0,1901.0,0,0,2.7430659999936324,19797,65.84418899998923,1059812,8.0,75.81147715196599,
adaptive_deg,0.02,0,18,64,L2,0.5,862.0,701.0,161,933.0,701.0,0,0,2.4405519999959324,19797,112.75389200000063,178913,1.1339001062699257,12.431562167906483,
router1hop,0.02,0,18,64,L2,0.4,1043.0,906.0,137,1169.0,906.0,0,0,2.483006999995041,19797,123.9512069999762,246730,1.0,17.187035069075453,
lazy_qcap,0.02,0,18,64,L2,0.7,1555.0,1393.0,162,1961.0,729.0,1961,0,4.1867140000135805,19797,45.3575829999977,161730,1.0,11.332837407013814,
witness_c1,0.02,0,18,64,L2,0.3,1646.0,1483.0,163,1126.0,647.0,1221,1221,4.914334999966741,19797,53.44848600000773,190304,1.0,11.332837407013814,
active_c1,0.02,0,18,128,L2,0.7,1419.0,1090.0,329,1619.0,1090.0,0,0,4.3528219999871,19797,45.3575829999977,161730,1.0,11.332837407013814,
active_c2,0.02,0,18,128,L2,0.8,1883.0,1551.0,332,3187.0,1551.0,0,0,4.5919819999653555,19797,47.2446959999786,313921,2.0,22.08692879914984,
active_c4,0.02,0,18,128,L2,0.8,2399.0,2071.0,328,6139.0,2071.0,0,0,4.786794000011696,19797,54.193905000005316,592191,4.0,41.94750265674814,
active_c8,0.02,0,18,128,L2,0.8,2803.0,2475.0,328,11466.0,2475.0,0,0,4.904752000015833,19797,65.84418899998923,1059812,8.0,75.81147715196599,
adaptive_deg,0.02,0,18,128,L2,0.7,1442.0,1113.0,329,1680.0,1113.0,0,0,4.418181000005461,19797,112.75389200000063,178913,1.1339001062699257,12.431562167906483,
router1hop,0.02,0,18,128,L2,0.7,1754.0,1522.0,232,2213.0,1522.0,0,0,4.567094999998744,19797,123.9512069999762,246730,1.0,17.187035069075453,
lazy_qcap,0.02,0,18,128,L2,0.7,2786.0,2454.0,332,3671.0,1088.0,3671,0,7.1994360000076085,19797,45.3575829999977,161730,1.0,11.332837407013814,
witness_c1,0.02,0,18,128,L2,0.7,2814.0,2482.0,332,2146.0,1081.0,2122,2122,9.411294000017278,19797,53.44848600000773,190304,1.0,11.332837407013814,
active_c1,0.02,0,18,256,L2,0.8,2335.0,1686.0,649,3253.0,1686.0,0,0,8.562802000028569,19797,45.3575829999977,161730,1.0,11.332837407013814,
active_c2,0.02,0,18,256,L2,0.9,2863.0,2227.0,636,6386.0,2227.0,0,0,8.790982999983044,19797,47.2446959999786,313921,2.0,22.08692879914984,
active_c4,0.02,0,18,256,L2,0.9,3394.0,2763.0,631,12256.0,2763.0,0,0,8.829830999985688,19797,54.193905000005316,592191,4.0,41.94750265674814,
active_c8,0.02,0,18,256,L2,0.9,3776.0,3145.0,631,22708.0,3145.0,0,0,8.974239000025364,19797,65.84418899998923,1059812,8.0,75.81147715196599,
adaptive_deg,0.02,0,18,256,L2,0.8,2358.0,1709.0,649,3344.0,1709.0,0,0,8.443642999992562,19797,112.75389200000063,178913,1.1339001062699257,12.431562167906483,
router1hop,0.02,0,18,256,L2,0.7,2912.0,2442.0,470,4328.0,2442.0,0,0,8.862290000024586,19797,123.9512069999762,246730,1.0,17.187035069075453,
lazy_qcap,0.02,0,18,256,L2,0.8,4392.0,3743.0,649,6333.0,1686.0,6333,0,13.781824000005827,19797,45.3575829999977,161730,1.0,11.332837407013814,
witness_c1,0.02,0,18,256,L2,0.9,3752.0,3103.0,649,3812.0,1702.0,2122,2122,13.619468999991113,19797,53.44848600000773,190304,1.0,11.332837407013814,
prefilter_exact,0.02,0,21,0,L2,1.0,19797.0,0.0,19797,0.0,0.0,0,0,4.028145000006589,19797,0.0,0,0.0,0.0,0.0
postfilter_hnsw,0.02,0,21,500,L2,1.0,,,10,,,0,0,30.73137680000002,19797,0.0,0,0.0,0.0,500.0
postfilter_hnsw,0.02,0,21,1000,L2,1.0,,,10,,,0,0,30.73137680000002,19797,0.0,0,0.0,0.0,1000.0
postfilter_hnsw,0.02,0,21,2000,L2,1.0,,,10,,,0,0,30.73137680000002,19797,0.0,0,0.0,0.0,2000.0
postfilter_hnsw,0.02,0,21,4000,L2,1.0,,,10,,,0,0,30.73137680000002,19797,0.0,0,0.0,0.0,4000.0
postfilter_hnsw,0.02,0,21,8000,L2,1.0,,,10,,,0,0,30.73137680000002,19797,0.0,0,0.0,0.0,8000.0
postfilter_hnsw,0.02,0,21,16000,L2,1.0,,,10,,,0,0,30.73137680000002,19797,0.0,0,0.0,0.0,16000.0
active_c1,0.02,0,21,32,L2,0.2,448.0,363.0,85,427.0,363.0,0,0,1.434122000006255,19797,45.3575829999977,161730,1.0,11.332837407013814,
active_c2,0.02,0,21,32,L2,0.4,732.0,652.0,80,855.0,652.0,0,0,1.3909479999938412,19797,47.2446959999786,313921,2.0,22.08692879914984,
active_c4,0.02,0,21,32,L2,0.4,1146.0,1057.0,89,1679.0,1057.0,0,0,1.4988589999518354,19797,54.193905000005316,592191,4.0,41.94750265674814,
active_c8,0.02,0,21,32,L2,0.4,1630.0,1535.0,95,3178.0,1535.0,0,0,1.6768070000239277,19797,65.84418899998923,1059812,8.0,75.81147715196599,
adaptive_deg,0.02,0,21,32,L2,0.2,457.0,372.0,85,441.0,372.0,0,0,1.1974760000157403,19797,112.75389200000063,178913,1.1339001062699257,12.431562167906483,
router1hop,0.02,0,21,32,L2,0.1,569.0,499.0,70,580.0,499.0,0,0,1.2519090000182587,19797,123.9512069999762,246730,1.0,17.187035069075453,
lazy_qcap,0.02,0,21,32,L2,0.4,829.0,739.0,90,912.0,376.0,912,0,1.9871030000331302,19797,45.3575829999977,161730,1.0,11.332837407013814,
witness_c1,0.02,0,21,32,L2,0.1,1020.0,930.0,90,583.0,385.0,798,798,2.6591510000173457,19797,53.44848600000773,190304,1.0,11.332837407013814,
active_c1,0.02,0,21,64,L2,0.7,858.0,682.0,176,865.0,682.0,0,0,2.280223000013848,19797,45.3575829999977,161730,1.0,11.332837407013814,
active_c2,0.02,0,21,64,L2,0.5,1282.0,1099.0,183,1737.0,1099.0,0,0,2.52595099999553,19797,47.2446959999786,313921,2.0,22.08692879914984,
active_c4,0.02,0,21,64,L2,0.5,1831.0,1640.0,191,3420.0,1640.0,0,0,2.672559999979285,19797,54.193905000005316,592191,4.0,41.94750265674814,
active_c8,0.02,0,21,64,L2,0.5,2343.0,2153.0,190,6385.0,2153.0,0,0,2.954714000026115,19797,65.84418899998923,1059812,8.0,75.81147715196599,
adaptive_deg,0.02,0,21,64,L2,0.7,868.0,692.0,176,884.0,692.0,0,0,2.263386999999284,19797,112.75389200000063,178913,1.1339001062699257,12.431562167906483,
router1hop,0.02,0,21,64,L2,0.6,1082.0,926.0,156,1182.0,926.0,0,0,2.3992509999857248,19797,123.9512069999762,246730,1.0,17.187035069075453,
lazy_qcap,0.02,0,21,64,L2,0.7,1343.0,1167.0,176,1497.0,682.0,1497,0,3.543478000040068,19797,45.3575829999977,161730,1.0,11.332837407013814,
witness_c1,0.02,0,21,64,L2,0.6,1959.0,1782.0,177,1233.0,690.0,1478,1478,5.448988000011923,19797,53.44848600000773,190304,1.0,11.332837407013814,
active_c1,0.02,0,21,128,L2,0.9,1546.0,1165.0,381,1747.0,1165.0,0,0,4.415628000003835,19797,45.3575829999977,161730,1.0,11.332837407013814,
active_c2,0.02,0,21,128,L2,0.8,2069.0,1701.0,368,3399.0,1701.0,0,0,4.575477999992472,19797,47.2446959999786,313921,2.0,22.08692879914984,
active_c4,0.02,0,21,128,L2,0.8,2618.0,2250.0,368,6656.0,2250.0,0,0,4.856108999973685,19797,54.193905000005316,592191,4.0,41.94750265674814,
active_c8,0.02,0,21,128,L2,0.8,3096.0,2728.0,368,12438.0,2728.0,0,0,5.0751069999819265,19797,65.84418899998923,1059812,8.0,75.81147715196599,
adaptive_deg,0.02,0,21,128,L2,0.9,1568.0,1187.0,381,1786.0,1187.0,0,0,4.372473000017862,19797,112.75389200000063,178913,1.1339001062699257,12.431562167906483,
router1hop,0.02,0,21,128,L2,0.8,1923.0,1593.0,330,2309.0,1593.0,0,0,4.551391000006788,19797,123.9512069999762,246730,1.0,17.187035069075453,
lazy_qcap,0.02,0,21,128,L2,0.9,2530.0,2149.0,381,3038.0,1165.0,3038,0,6.888768999999684,19797,45.3575829999977,161730,1.0,11.332837407013814,
witness_c1,0.02,0,21,128,L2,0.9,3381.0,3000.0,381,2413.0,1167.0,2875,2875,9.985886000038136,19797,53.44848600000773,190304,1.0,11.332837407013814,
active_c1,0.02,0,21,256,L2,1.0,2609.0,1829.0,780,3503.0,1829.0,0,0,8.584584000033146,19797,45.3575829999977,161730,1.0,11.332837407013814,
active_c2,0.02,0,21,256,L2,1.0,3205.0,2445.0,760,6901.0,2445.0,0,0,8.819137000017463,19797,47.2446959999786,313921,2.0,22.08692879914984,
active_c4,0.02,0,21,256,L2,1.0,3682.0,2922.0,760,13335.0,2922.0,0,0,8.940578000022015,19797,54.193905000005316,592191,4.0,41.94750265674814,
active_c8,0.02,0,21,256,L2,1.0,4118.0,3358.0,760,24892.0,3358.0,0,0,9.09186499998782,19797,65.84418899998923,1059812,8.0,75.81147715196599,
adaptive_deg,0.02,0,21,256,L2,1.0,2626.0,1846.0,780,3568.0,1846.0,0,0,8.525034000001597,19797,112.75389200000063,178913,1.1339001062699257,12.431562167906483,
router1hop,0.02,0,21,256,L2,1.0,3197.0,2541.0,656,4579.0,2541.0,0,0,8.873797999996214,19797,123.9512069999762,246730,1.0,17.187035069075453,
lazy_qcap,0.02,0,21,256,L2,1.0,4407.0,3627.0,780,5858.0,1829.0,5858,0,13.151388000011366,19797,45.3575829999977,161730,1.0,11.332837407013814,
witness_c1,0.02,0,21,256,L2,1.0,4434.0,3667.0,767,4175.0,1834.0,2875,2875,14.20191399995474,19797,53.44848600000773,190304,1.0,11.332837407013814,
prefilter_exact,0.02,0,24,0,L2,1.0,19797.0,0.0,19797,0.0,0.0,0,0,3.672211000008474,19797,0.0,0,0.0,0.0,0.0
postfilter_hnsw,0.02,0,24,500,L2,1.0,,,10,,,0,0,30.73137680000002,19797,0.0,0,0.0,0.0,500.0
postfilter_hnsw,0.02,0,24,1000,L2,1.0,,,10,,,0,0,30.73137680000002,19797,0.0,0,0.0,0.0,1000.0
postfilter_hnsw,0.02,0,24,2000,L2,1.0,,,10,,,0,0,30.73137680000002,19797,0.0,0,0.0,0.0,2000.0
postfilter_hnsw,0.02,0,24,4000,L2,1.0,,,10,,,0,0,30.73137680000002,19797,0.0,0,0.0,0.0,4000.0
postfilter_hnsw,0.02,0,24,8000,L2,1.0,,,10,,,0,0,30.73137680000002,19797,0.0,0,0.0,0.0,8000.0
postfilter_hnsw,0.02,0,24,16000,L2,1.0,,,10,,,0,0,30.73137680000002,19797,0.0,0,0.0,0.0,16000.0
active_c1,0.02,0,24,32,L2,0.4,526.0,414.0,112,494.0,414.0,0,0,1.5188289999912286,19797,45.3575829999977,161730,1.0,11.332837407013814,
active_c2,0.02,0,24,32,L2,0.3,774.0,677.0,97,891.0,677.0,0,0,1.491128999987268,19797,47.2446959999786,313921,2.0,22.08692879914984,
active_c4,0.02,0,24,32,L2,0.3,1164.0,1074.0,90,1671.0,1074.0,0,0,1.520720999991454,19797,54.193905000005316,592191,4.0,41.94750265674814,
active_c8,0.02,0,24,32,L2,0.3,1685.0,1593.0,92,3166.0,1593.0,0,0,1.6962170000169863,19797,65.84418899998923,1059812,8.0,75.81147715196599,
adaptive_deg,0.02,0,24,32,L2,0.4,526.0,414.0,112,494.0,414.0,0,0,1.4185179999799402,19797,112.75389200000063,178913,1.1339001062699257,12.431562167906483,
router1hop,0.02,0,24,32,L2,0.2,613.0,538.0,75,631.0,538.0,0,0,1.4115280000055463,19797,123.9512069999762,246730,1.0,17.187035069075453,
lazy_qcap,0.02,0,24,32,L2,0.4,526.0,414.0,112,494.0,414.0,494,0,1.835766000027661,19797,45.3575829999977,161730,1.0,11.332837407013814,
witness_c1,0.02,0,24,32,L2,0.4,1110.0,999.0,111,665.0,404.0,735,735,2.826251999977103,19797,53.44848600000773,190304,1.0,11.332837407013814,
active_c1,0.02,0,24,64,L2,0.4,908.0,719.0,189,969.0,719.0,0,0,2.587903999994978,19797,45.3575829999977,161730,1.0,11.332837407013814,
active_c2,0.02,0,24,64,L2,0.5,1353.0,1160.0,193,1797.0,1160.0,0,0,2.6110000000016953,19797,47.2446959999786,313921,2.0,22.08692879914984,
active_c4,0.02,0,24,64,L2,0.6,1840.0,1646.0,194,3340.0,1646.0,0,0,2.6428070000008574,19797,54.193905000005316,592191,4.0,41.94750265674814,
active_c8,0.02,0,24,64,L2,0.6,2329.0,2135.0,194,6255.0,2135.0,0,0,2.819130999995423,19797,65.84418899998923,1059812,8.0,75.81147715196599,
adaptive_deg,0.02,0,24,64,L2,0.4,920.0,731.0,189,989.0,731.0,0,0,2.487432999998873,19797,112.75389200000063,178913,1.1339001062699257,12.431562167906483,
router1hop,0.02,0,24,64,L2,0.4,1118.0,971.0,147,1239.0,971.0,0,0,2.5542130000246743,19797,123.9512069999762,246730,1.0,17.187035069075453,
lazy_qcap,0.02,0,24,64,L2,0.4,1558.0,1366.0,192,1826.0,746.0,1826,0,4.092331000009608,19797,45.3575829999977,161730,1.0,11.332837407013814,
witness_c1,0.02,0,24,64,L2,0.5,1956.0,1765.0,191,1322.0,693.0,1319,1319,5.291922999987264,19797,53.44848600000773,190304,1.0,11.332837407013814,
active_c1,0.02,0,24,128,L2,0.5,1500.0,1126.0,374,1721.0,1126.0,0,0,4.430769999970607,19797,45.3575829999977,161730,1.0,11.332837407013814,
active_c2,0.02,0,24,128,L2,0.5,2063.0,1709.0,354,3351.0,1709.0,0,0,4.629017000013391,19797,47.2446959999786,313921,2.0,22.08692879914984,
active_c4,0.02,0,24,128,L2,0.6,2597.0,2237.0,360,6442.0,2237.0,0,0,4.842197000016313,19797,54.193905000005316,592191,4.0,41.94750265674814,
active_c8,0.02,0,24,128,L2,0.6,3063.0,2703.0,360,12112.0,2703.0,0,0,4.973954999996977,19797,65.84418899998923,1059812,8.0,75.81147715196599,
adaptive_deg,0.02,0,24,128,L2,0.5,1526.0,1152.0,374,1778.0,1152.0,0,0,4.422448000013901,19797,112.75389200000063,178913,1.1339001062699257,12.431562167906483,
router1hop,0.02,0,24,128,L2,0.5,1875.0,1582.0,293,2327.0,1582.0,0,0,4.664681000008386,19797,123.9512069999762,246730,1.0,17.187035069075453,
lazy_qcap,0.02,0,24,128,L2,0.5,3039.0,2665.0,374,3763.0,1126.0,3763,0,7.422450000007075,19797,45.3575829999977,161730,1.0,11.332837407013814,
witness_c1,0.02,0,24,128,L2,0.6,3165.0,2790.0,375,2355.0,1121.0,2574,2574,9.779387000037332,19797,53.44848600000773,190304,1.0,11.332837407013814,
active_c1,0.02,0,24,256,L2,0.6,2549.0,1807.0,742,3502.0,1807.0,0,0,8.614658999988478,19797,45.3575829999977,161730,1.0,11.332837407013814,
active_c2,0.02,0,24,256,L2,0.6,3181.0,2450.0,731,6728.0,2450.0,0,0,8.927116999984719,19797,47.2446959999786,313921,2.0,22.08692879914984,
active_c4,0.02,0,24,256,L2,0.6,3709.0,2978.0,731,12985.0,2978.0,0,0,8.991023999982417,19797,54.193905000005316,592191,4.0,41.94750265674814,
active_c8,0.02,0,24,256,L2,0.6,4151.0,3420.0,731,24239.0,3420.0,0,0,8.988870000024463,19797,65.84418899998923,1059812,8.0,75.81147715196599,
adaptive_deg,0.02,0,24,256,L2,0.6,2560.0,1822.0,738,3571.0,1822.0,0,0,8.619516999999632,19797,112.75389200000063,178913,1.1339001062699257,12.431562167906483,
router1hop,0.02,0,24,256,L2,0.6,3028.0,2478.0,550,4446.0,2478.0,0,0,8.927628999970239,19797,123.9512069999762,246730,1.0,17.187035069075453,
lazy_qcap,0.02,0,24,256,L2,0.6,4604.0,3862.0,742,6258.0,1807.0,6258,0,13.545018999991498,19797,45.3575829999977,161730,1.0,11.332837407013814,
witness_c1,0.02,0,24,256,L2,0.6,4212.0,3474.0,738,4139.0,1805.0,2574,2574,13.972461000037129,19797,53.44848600000773,190304,1.0,11.332837407013814,
prefilter_exact,0.02,0,27,0,L2,1.0,19797.0,0.0,19797,0.0,0.0,0,0,3.8078949999942324,19797,0.0,0,0.0,0.0,0.0
postfilter_hnsw,0.02,0,27,500,L2,1.0,,,10,,,0,0,30.73137680000002,19797,0.0,0,0.0,0.0,500.0
postfilter_hnsw,0.02,0,27,1000,L2,1.0,,,10,,,0,0,30.73137680000002,19797,0.0,0,0.0,0.0,1000.0
postfilter_hnsw,0.02,0,27,2000,L2,1.0,,,10,,,0,0,30.73137680000002,19797,0.0,0,0.0,0.0,2000.0
postfilter_hnsw,0.02,0,27,4000,L2,1.0,,,10,,,0,0,30.73137680000002,19797,0.0,0,0.0,0.0,4000.0
postfilter_hnsw,0.02,0,27,8000,L2,1.0,,,10,,,0,0,30.73137680000002,19797,0.0,0,0.0,0.0,8000.0
postfilter_hnsw,0.02,0,27,16000,L2,1.0,,,10,,,0,0,30.73137680000002,19797,0.0,0,0.0,0.0,16000.0
active_c1,0.02,0,27,32,L2,0.4,510.0,406.0,104,481.0,406.0,0,0,1.5149139999834915,19797,45.3575829999977,161730,1.0,11.332837407013814,
active_c2,0.02,0,27,32,L2,0.5,805.0,712.0,93,948.0,712.0,0,0,1.469525999993948,19797,47.2446959999786,313921,2.0,22.08692879914984,
active_c4,0.02,0,27,32,L2,0.6,1186.0,1089.0,97,1797.0,1089.0,0,0,1.5254299999867271,19797,54.193905000005316,592191,4.0,41.94750265674814,
active_c8,0.02,0,27,32,L2,0.6,1582.0,1485.0,97,3346.0,1485.0,0,0,1.6584290000025703,19797,65.84418899998923,1059812,8.0,75.81147715196599,
adaptive_deg,0.02,0,27,32,L2,0.4,535.0,427.0,108,504.0,427.0,0,0,1.2641369999926155,19797,112.75389200000063,178913,1.1339001062699257,12.431562167906483,
router1hop,0.02,0,27,32,L2,0.4,680.0,581.0,99,682.0,581.0,0,0,1.3151330000198413,19797,123.9512069999762,246730,1.0,17.187035069075453,
lazy_qcap,0.02,0,27,32,L2,0.4,864.0,759.0,105,978.0,414.0,978,0,2.1874029999935374,19797,45.3575829999977,161730,1.0,11.332837407013814,
witness_c1,0.02,0,27,32,L2,0.5,1099.0,1002.0,97,664.0,397.0,687,687,2.742635999993581,19797,53.44848600000773,190304,1.0,11.332837407013814,
active_c1,0.02,0,27,64,L2,0.7,889.0,698.0,191,930.0,698.0,0,0,2.3755649999941397,19797,45.3575829999977,161730,1.0,11.332837407013814,
active_c2,0.02,0,27,64,L2,0.7,1279.0,1088.0,191,1758.0,1088.0,0,0,2.4132120000217583,19797,47.2446959999786,313921,2.0,22.08692879914984,
active_c4,0.02,0,27,64,L2,0.8,1785.0,1588.0,197,3412.0,1588.0,0,0,2.6097869999830436,19797,54.193905000005316,592191,4.0,41.94750265674814,
active_c8,0.02,0,27,64,L2,0.8,2254.0,2051.0,203,6464.0,2051.0,0,0,2.813872999979594,19797,65.84418899998923,1059812,8.0,75.81147715196599,
adaptive_deg,0.02,0,27,64,L2,0.7,911.0,710.0,201,945.0,710.0,0,0,2.3114180000050055,19797,112.75389200000063,178913,1.1339001062699257,12.431562167906483,
router1hop,0.02,0,27,64,L2,0.7,1199.0,1015.0,184,1303.0,1015.0,0,0,2.523948000003884,19797,123.9512069999762,246730,1.0,17.187035069075453,
lazy_qcap,0.02,0,27,64,L2,0.7,1429.0,1236.0,193,1699.0,685.0,1699,0,3.67277199998739,19797,45.3575829999977,161730,1.0,11.332837407013814,
witness_c1,0.02,0,27,64,L2,0.7,1978.0,1780.0,198,1308.0,686.0,1469,1469,5.282138000012537,19797,53.44848600000773,190304,1.0,11.332837407013814,
active_c1,0.02,0,27,128,L2,0.9,1517.0,1162.0,355,1775.0,1162.0,0,0,4.474145000017415,19797,45.3575829999977,161730,1.0,11.332837407013814,
active_c2,0.02,0,27,128,L2,0.8,2041.0,1672.0,369,3484.0,1672.0,0,0,4.624140000004218,19797,47.2446959999786,313921,2.0,22.08692879914984,
active_c4,0.02,0,27,128,L2,0.8,2561.0,2192.0,369,6731.0,2192.0,0,0,4.802547999986473,19797,54.193905000005316,592191,4.0,41.94750265674814,
active_c8,0.02,0,27,128,L2,0.8,2967.0,2598.0,369,12503.0,2598.0,0,0,4.97857200002727,19797,65.84418899998923,1059812,8.0,75.81147715196599,
adaptive_deg,0.02,0,27,128,L2,0.9,1535.0,1169.0,366,1809.0,1169.0,0,0,4.402758000026097,19797,112.75389200000063,178913,1.1339001062699257,12.431562167906483,
router1hop,0.02,0,27,128,L2,0.7,1974.0,1654.0,320,2454.0,1654.0,0,0,4.6877359999655255,19797,123.9512069999762,246730,1.0,17.187035069075453,
lazy_qcap,0.02,0,27,128,L2,0.9,2888.0,2533.0,355,3639.0,1162.0,3639,0,7.31416700000409,19797,45.3575829999977,161730,1.0,11.332837407013814,
witness_c1,0.02,0,27,128,L2,0.9,3204.0,2844.0,360,2328.0,1149.0,2772,2772,9.729151999977148,19797,53.44848600000773,190304,1.0,11.332837407013814,
active_c1,0.02,0,27,256,L2,1.0,2471.0,1792.0,679,3453.0,1792.0,0,0,8.704443999988598,19797,45.3575829999977,161730,1.0,11.332837407013814,
active_c2,0.02,0,27,256,L2,1.0,3013.0,2341.0,672,6833.0,2341.0,0,0,8.685064000019338,19797,47.2446959999786,313921,2.0,22.08692879914984,
active_c4,0.02,0,27,256,L2,1.0,3492.0,2820.0,672,13228.0,2820.0,0,0,8.660156999980018,19797,54.193905000005316,592191,4.0,41.94750265674814,
active_c8,0.02,0,27,256,L2,1.0,3874.0,3202.0,672,24386.0,3202.0,0,0,8.756822000009379,19797,65.84418899998923,1059812,8.0,75.81147715196599,
adaptive_deg,0.02,0,27,256,L2,1.0,2499.0,1822.0,677,3570.0,1822.0,0,0,8.472074000025032,19797,112.75389200000063,178913,1.1339001062699257,12.431562167906483,
router1hop,0.02,0,27,256,L2,0.9,3120.0,2564.0,556,4700.0,2564.0,0,0,8.855941000007306,19797,123.9512069999762,246730,1.0,17.187035069075453,
lazy_qcap,0.02,0,27,256,L2,1.0,4890.0,4211.0,679,6777.0,1792.0,6777,0,13.729845000000296,19797,45.3575829999977,161730,1.0,11.332837407013814,
witness_c1,0.02,0,27,256,L2,1.0,4166.0,3487.0,679,4037.0,1792.0,2772,2772,13.832528999984106,19797,53.44848600000773,190304,1.0,11.332837407013814,
prefilter_exact,0.02,1,1,0,L2,1.0,19795.0,0.0,19795,0.0,0.0,0,0,4.08775500000047,19795,0.0,0,0.0,0.0,0.0
postfilter_hnsw,0.02,1,1,500,L2,0.9,,,9,,,0,0,30.73137680000002,19795,0.0,0,0.0,0.0,500.0
postfilter_hnsw,0.02,1,1,1000,L2,1.0,,,10,,,0,0,30.73137680000002,19795,0.0,0,0.0,0.0,1000.0
postfilter_hnsw,0.02,1,1,2000,L2,1.0,,,10,,,0,0,30.73137680000002,19795,0.0,0,0.0,0.0,2000.0
postfilter_hnsw,0.02,1,1,4000,L2,1.0,,,10,,,0,0,30.73137680000002,19795,0.0,0,0.0,0.0,4000.0
postfilter_hnsw,0.02,1,1,8000,L2,1.0,,,10,,,0,0,30.73137680000002,19795,0.0,0,0.0,0.0,8000.0
postfilter_hnsw,0.02,1,1,16000,L2,1.0,,,10,,,0,0,30.73137680000002,19795,0.0,0,0.0,0.0,16000.0
active_c1,0.02,1,1,32,L2,0.2,437.0,343.0,94,411.0,343.0,0,0,1.4542230000245127,19795,45.82854000000225,162004,1.0,11.3621403546024,
active_c2,0.02,1,1,32,L2,0.3,788.0,681.0,107,885.0,681.0,0,0,1.419339999984004,19795,49.23705499999187,314380,2.0,22.1114768022083,
active_c4,0.02,1,1,32,L2,0.3,1164.0,1066.0,98,1758.0,1066.0,0,0,1.5991899999789894,19795,56.30999100000622,593529,4.0,42.08153731818664,
active_c8,0.02,1,1,32,L2,0.3,1599.0,1503.0,96,3236.0,1503.0,0,0,1.6690439999820228,19795,68.18305999999552,1062680,8.0,76.17050642318718,
adaptive_deg,0.02,1,1,32,L2,0.2,464.0,369.0,95,452.0,369.0,0,0,1.2493640000172945,19795,113.64269699998886,180055,1.1390805818027392,12.512793290158191,
router1hop,0.02,1,1,32,L2,0.2,667.0,584.0,83,697.0,584.0,0,0,1.5246880000177043,19795,125.5373380000151,246730,1.0,17.199702728527445,
lazy_qcap,0.02,1,1,32,L2,0.2,949.0,849.0,100,1120.0,355.0,1120,0,2.1286449999990964,19795,45.82854000000225,162004,1.0,11.3621403546024,
witness_c1,0.02,1,1,32,L2,0.2,1049.0,965.0,84,701.0,376.0,636,636,2.9264329999989513,19795,53.875847000000476,190376,1.0,11.3621403546024,
active_c1,0.02,1,1,64,L2,0.2,895.0,705.0,190,955.0,705.0,0,0,2.5381890000062413,19795,45.82854000000225,162004,1.0,11.3621403546024,
active_c2,0.02,1,1,64,L2,0.4,1238.0,1050.0,188,1665.0,1050.0,0,0,2.5272819999884177,19795,49.23705499999187,314380,2.0,22.1114768022083,
active_c4,0.02,1,1,64,L2,0.4,1727.0,1533.0,194,3337.0,1533.0,0,0,2.686311999980262,19795,56.30999100000622,593529,4.0,42.08153731818664,
active_c8,0.02,1,1,64,L2,0.4,2191.0,2005.0,186,6118.0,2005.0,0,0,2.875396000007413,19795,68.18305999999552,1062680,8.0,76.17050642318718,
