method,selectivity,parameter,level_name,recall,recall_p10,distance_computations,portal_computations,payload_computations,adjacency_reads,visited_cells,summary_checks_query,child_reads_query,latency_ms,valid_count,materialization_ms,materialization_summary_checks,copies_used_mean,active_degree_mean
witness_c1,0.003,256,V04,0.99,0.99,1802.2,1346.3,455.9,2679.733333333333,726.1666666666666,831.3333333333334,831.3333333333334,10.772718333331,2895.3333333333335,13.375289333339424,48693.666666666664,1.0,8.024974838290529
active_c1,0.005,32,V04,0.5166666666666667,0.3,407.3,316.6333333333333,90.66666666666667,428.6,316.6333333333333,0.0,0.0,1.401428099993988,4936.666666666667,11.3551149999959,39547.0,1.0,10.530159631807441
active_c1,0.005,64,V04,0.7733333333333333,0.59,662.9333333333333,486.6333333333333,176.3,776.7666666666667,486.6333333333333,0.0,0.0,2.276787633331878,4936.666666666667,11.3551149999959,39547.0,1.0,10.530159631807441
active_c1,0.005,128,V04,0.92,0.79,1041.6,712.2,329.4,1510.6333333333334,712.2,0.0,0.0,4.189995266670128,4936.666666666667,11.3551149999959,39547.0,1.0,10.530159631807441
active_c1,0.005,256,V04,0.99,0.99,1559.0,936.9333333333333,622.0666666666667,2971.133333333333,936.9333333333333,0.0,0.0,7.385312966667357,4936.666666666667,11.3551149999959,39547.0,1.0,10.530159631807441
active_c2,0.005,32,V04,0.6366666666666667,0.39000000000000007,571.6,481.1333333333333,90.46666666666667,778.6,481.1333333333333,0.0,0.0,1.322944166665252,4936.666666666667,11.766865999997359,77210.33333333333,2.0,20.553814426645406
active_c2,0.005,64,V04,0.83,0.69,854.6666666666666,679.4,175.26666666666668,1489.0,679.4,0.0,0.0,2.308131600003094,4936.666666666667,11.766865999997359,77210.33333333333,2.0,20.553814426645406
active_c2,0.005,128,V04,0.9533333333333334,0.89,1211.2666666666667,882.6333333333333,328.6333333333333,2943.0333333333333,882.6333333333333,0.0,0.0,4.165000866664552,4936.666666666667,11.766865999997359,77210.33333333333,2.0,20.553814426645406
active_c2,0.005,256,V04,0.9966666666666666,1.0,1669.9666666666667,1048.1,621.8666666666667,5823.666666666667,1048.1,0.0,0.0,6.958561866668826,4936.666666666667,11.766865999997359,77210.33333333333,2.0,20.553814426645406
active_c4,0.005,32,V04,0.6633333333333333,0.4,746.4666666666667,656.9333333333333,89.53333333333333,1440.4,656.9333333333333,0.0,0.0,1.3324815000032686,4936.666666666667,13.047241333339343,147688.66666666666,4.0,39.38119252982598
active_c4,0.005,64,V04,0.8466666666666666,0.7,1017.0,842.1666666666666,174.83333333333334,2841.7,842.1666666666666,0.0,0.0,2.326805733337286,4936.666666666667,13.047241333339343,147688.66666666666,4.0,39.38119252982598
active_c4,0.005,128,V04,0.9533333333333334,0.89,1325.2666666666667,996.4,328.8666666666667,5649.466666666666,996.4,0.0,0.0,3.9956126000021186,4936.666666666667,13.047241333339343,147688.66666666666,4.0,39.38119252982598
active_c4,0.005,256,V04,0.9966666666666666,1.0,1732.4666666666667,1110.6,621.8666666666667,11192.166666666666,1110.6,0.0,0.0,6.285648933331345,4936.666666666667,13.047241333339343,147688.66666666666,4.0,39.38119252982598
active_c8,0.005,32,V04,0.6833333333333333,0.49000000000000005,895.4666666666667,805.1666666666666,90.3,2643.8333333333335,805.1666666666666,0.0,0.0,1.3707431000047638,4936.666666666667,15.47420033332969,270352.3333333333,8.0,72.39261599645653
active_c8,0.005,64,V04,0.85,0.7,1124.8333333333333,950.0,174.83333333333334,5251.7,950.0,0.0,0.0,2.3103583333333213,4936.666666666667,15.47420033332969,270352.3333333333,8.0,72.39261599645653
active_c8,0.005,128,V04,0.9533333333333334,0.89,1394.1,1065.1666666666667,328.93333333333334,10501.2,1065.1666666666667,0.0,0.0,3.7689870000017813,4936.666666666667,15.47420033332969,270352.3333333333,8.0,72.39261599645653
active_c8,0.005,256,V04,0.9966666666666666,1.0,1769.4333333333334,1147.5666666666666,621.8666666666667,20813.033333333333,1147.5666666666666,0.0,0.0,5.682652099996706,4936.666666666667,15.47420033332969,270352.3333333333,8.0,72.39261599645653
adaptive_deg,0.005,32,V04,0.5433333333333333,0.39000000000000007,415.76666666666665,324.7,91.06666666666666,445.1666666666667,324.7,0.0,0.0,1.2500708999975056,4936.666666666667,29.0072700000034,45685.666666666664,1.1774216695815527,12.076203660473704
adaptive_deg,0.005,64,V04,0.7766666666666667,0.5,679.0333333333333,503.56666666666666,175.46666666666667,834.1666666666666,503.56666666666666,0.0,0.0,2.2363565666675336,4936.666666666667,29.0072700000034,45685.666666666664,1.1774216695815527,12.076203660473704
adaptive_deg,0.005,128,V04,0.9299999999999999,0.8,1059.3333333333333,730.3,329.03333333333336,1631.9333333333334,730.3,0.0,0.0,4.14273166666419,4936.666666666667,29.0072700000034,45685.666666666664,1.1774216695815527,12.076203660473704
adaptive_deg,0.005,256,V04,0.99,0.99,1572.2666666666667,950.1,622.1666666666666,3244.3,950.1,0.0,0.0,7.363377033337315,4936.666666666667,29.0072700000034,45685.666666666664,1.1774216695815527,12.076203660473704
lazy_qcap,0.005,32,V04,0.5966666666666666,0.4,1240.9666666666667,1147.3,93.66666666666667,1675.4333333333334,306.9,1675.4333333333334,0.0,2.332393699998647,4936.666666666667,11.3551149999959,39547.0,1.0,10.530159631807441
lazy_qcap,0.005,64,V04,0.7966666666666667,0.6,2432.8333333333335,2255.766666666667,177.06666666666666,3450.8333333333335,482.43333333333334,3450.8333333333335,0.0,4.266210766664358,4936.666666666667,11.3551149999959,39547.0,1.0,10.530159631807441
lazy_qcap,0.005,128,V04,0.9266666666666666,0.79,4302.933333333333,3973.4333333333334,329.5,6470.333333333333,710.3666666666667,6470.333333333333,0.0,7.9269662666623235,4936.666666666667,11.3551149999959,39547.0,1.0,10.530159631807441
lazy_qcap,0.005,256,V04,0.99,0.99,8830.5,8208.433333333332,622.0666666666667,14090.666666666666,935.5,14090.666666666666,0.0,14.869895400005362,4936.666666666667,11.3551149999959,39547.0,1.0,10.530159631807441
native_active_c1,0.005,32,L3,0.6533333333333334,0.4,483.56666666666666,324.5,159.06666666666666,477.7,324.5,0.0,0.0,1.3338906666651458,4936.666666666667,6.913929666675737,24515.0,1.0,12.8649429821058
native_active_c1,0.005,64,L3,0.8733333333333333,0.7,773.2,475.7,297.5,904.8666666666667,475.7,0.0,0.0,2.331741233329391,4936.666666666667,6.913929666675737,24515.0,1.0,12.8649429821058
native_active_c1,0.005,128,L3,0.9766666666666667,0.9,1168.3,623.3666666666667,544.9333333333333,1783.4666666666667,623.3666666666667,0.0,0.0,4.152085666661757,4936.666666666667,6.913929666675737,24515.0,1.0,12.8649429821058
native_active_c1,0.005,256,L3,1.0,1.0,1704.4,726.2333333333333,978.1666666666666,3546.2,726.2333333333333,0.0,0.0,6.495296299996767,4936.666666666667,6.913929666675737,24515.0,1.0,12.8649429821058
postfilter_hnsw,0.005,500,V04,0.29333333333333333,0.09000000000000004,,,2.933333333333333,,,0.0,0.0,30.73137680000002,4936.666666666667,0.0,0.0,0.0,0.0
postfilter_hnsw,0.005,1000,V04,0.48666666666666664,0.2,,,4.866666666666666,,,0.0,0.0,30.73137680000002,4936.666666666667,0.0,0.0,0.0,0.0
postfilter_hnsw,0.005,2000,V04,0.88,0.69,,,8.8,,,0.0,0.0,30.73137680000002,4936.666666666667,0.0,0.0,0.0,0.0
postfilter_hnsw,0.005,4000,V04,0.9933333333333334,1.0,,,9.933333333333334,,,0.0,0.0,30.73137680000002,4936.666666666667,0.0,0.0,0.0,0.0
postfilter_hnsw,0.005,8000,V04,1.0,1.0,,,10.0,,,0.0,0.0,30.73137680000002,4936.666666666667,0.0,0.0,0.0,0.0
postfilter_hnsw,0.005,16000,V04,1.0,1.0,,,10.0,,,0.0,0.0,30.73137680000002,4936.666666666667,0.0,0.0,0.0,0.0
prefilter_exact,0.005,0,V04,1.0,1.0,4936.666666666667,0.0,4936.666666666667,0.0,0.0,0.0,0.0,0.753488833333904,4936.666666666667,0.0,0.0,0.0,0.0
router1hop,0.005,32,V04,0.48000000000000004,0.2,531.5666666666667,457.3333333333333,74.23333333333333,593.9666666666667,457.3333333333333,0.0,0.0,1.3144347333290323,4936.666666666667,30.87569099999617,63322.0,1.0,16.811806932237428
router1hop,0.005,64,V04,0.7633333333333333,0.59,856.7333333333333,713.9666666666667,142.76666666666668,1087.5333333333333,713.9666666666667,0.0,0.0,2.319549100002405,4936.666666666667,30.87569099999617,63322.0,1.0,16.811806932237428
router1hop,0.005,128,V04,0.9066666666666666,0.79,1332.8333333333333,1073.3666666666666,259.46666666666664,2117.4666666666667,1073.3666666666666,0.0,0.0,4.33529370000277,4936.666666666667,30.87569099999617,63322.0,1.0,16.811806932237428
router1hop,0.005,256,V04,0.9833333333333333,0.9,1905.9333333333334,1445.3,460.6333333333333,4113.233333333334,1445.3,0.0,0.0,7.91579549999805,4936.666666666667,30.87569099999617,63322.0,1.0,16.811806932237428
witness_c1,0.005,32,V04,0.5399999999999999,0.3,662.9333333333333,572.2,90.73333333333333,542.1333333333333,301.43333333333334,227.16666666666666,227.16666666666666,2.4634269333319025,4936.666666666667,17.4383076666705,62127.333333333336,1.0,10.530159631807441
witness_c1,0.005,64,V04,0.81,0.59,1133.4666666666667,956.4,177.06666666666666,1030.3333333333333,481.8666666666667,461.6333333333333,461.6333333333333,4.531822999999235,4936.666666666667,17.4383076666705,62127.333333333336,1.0,10.530159631807441
witness_c1,0.005,128,V04,0.9333333333333333,0.8,1806.2666666666667,1477.3333333333333,328.93333333333334,1976.5333333333333,709.4333333333333,908.1666666666666,908.1666666666666,8.466769066667249,4936.666666666667,17.4383076666705,62127.333333333336,1.0,10.530159631807441
witness_c1,0.005,256,V04,0.9933333333333334,1.0,2323.266666666667,1701.5333333333333,621.7333333333333,3442.0666666666666,933.6333333333333,908.1666666666666,908.1666666666666,11.65461223334224,4936.666666666667,17.4383076666705,62127.333333333336,1.0,10.530159631807441
active_c1,0.007,32,V08,0.52,0.3,394.03333333333336,321.6333333333333,72.4,410.1666666666667,321.6333333333333,0.0,0.0,1.4810418333335444,7114.666666666667,19.367656333325083,68670.66666666667,1.0,9.418504874892433
active_c1,0.007,64,V08,0.7333333333333333,0.59,660.7666666666667,514.7333333333333,146.03333333333333,746.5333333333333,514.7333333333333,0.0,0.0,2.331025299997691,7114.666666666667,19.367656333325083,68670.66666666667,1.0,9.418504874892433
active_c1,0.007,128,V08,0.9133333333333333,0.8,1081.4,797.8333333333334,283.56666666666666,1415.7,797.8333333333334,0.0,0.0,4.319241866663977,7114.666666666667,19.367656333325083,68670.66666666667,1.0,9.418504874892433
active_c1,0.007,256,V08,0.9766666666666667,0.9,1707.8,1163.5,544.3,2763.1666666666665,1163.5,0.0,0.0,8.012552133335285,7114.666666666667,19.367656333325083,68670.66666666667,1.0,9.418504874892433
active_c2,0.007,32,V08,0.59,0.3,582.5,506.96666666666664,75.53333333333333,739.2333333333333,506.96666666666664,0.0,0.0,1.367121466664874,7114.666666666667,20.090534666659703,133919.66666666666,2.0,18.396290794706736
active_c2,0.007,64,V08,0.8,0.68,907.7333333333333,760.5333333333333,147.2,1398.8,760.5333333333333,0.0,0.0,2.361650633326917,7114.666666666667,20.090534666659703,133919.66666666666,2.0,18.396290794706736
active_c2,0.007,128,V08,0.9366666666666668,0.9,1362.5,1078.3333333333333,284.1666666666667,2742.633333333333,1078.3333333333333,0.0,0.0,4.361899966665798,7114.666666666667,20.090534666659703,133919.66666666666,2.0,18.396290794706736
active_c2,0.007,256,V08,0.98,0.9,1960.6666666666667,1418.1,542.5666666666667,5395.8,1418.1,0.0,0.0,7.947039066663327,7114.666666666667,20.090534666659703,133919.66666666666,2.0,18.396290794706736
active_c4,0.007,32,V08,0.6366666666666667,0.4,807.0333333333333,731.9666666666667,75.06666666666666,1363.5666666666666,731.9666666666667,0.0,0.0,1.388829366666755,7114.666666666667,22.514345333339254,255314.66666666666,4.0,35.32559122814174
active_c4,0.007,64,V08,0.8300000000000001,0.7,1165.3,1018.5333333333333,146.76666666666668,2664.1666666666665,1018.5333333333333,0.0,0.0,2.4225643666672645,7114.666666666667,22.514345333339254,255314.66666666666,4.0,35.32559122814174
active_c4,0.007,128,V08,0.94,0.9,1600.8,1316.6333333333334,284.1666666666667,5292.7,1316.6333333333334,0.0,0.0,4.38180809999551,7114.666666666667,22.514345333339254,255314.66666666666,4.0,35.32559122814174
active_c4,0.007,256,V08,0.98,0.9,2146.633333333333,1604.1666666666667,542.4666666666667,10432.5,1604.1666666666667,0.0,0.0,7.678279899999059,7114.666666666667,22.514345333339254,255314.66666666666,4.0,35.32559122814174
active_c8,0.007,32,V08,0.65,0.4,1041.5666666666666,966.5,75.06666666666666,2501.9666666666667,966.5,0.0,0.0,1.4486294333333187,7114.666666666667,27.092086000000865,465567.6666666667,8.0,64.91505235386741
active_c8,0.007,64,V08,0.8433333333333334,0.79,1381.1,1234.1,147.0,4944.5,1234.1,0.0,0.0,2.4947222999988603,7114.666666666667,27.092086000000865,465567.6666666667,8.0,64.91505235386741
active_c8,0.007,128,V08,0.94,0.9,1778.8666666666666,1494.6666666666667,284.2,9835.566666666668,1494.6666666666667,0.0,0.0,4.357088899998492,7114.666666666667,27.092086000000865,465567.6666666667,8.0,64.91505235386741
active_c8,0.007,256,V08,0.98,0.9,2271.3333333333335,1728.8666666666666,542.4666666666667,19441.266666666666,1728.8666666666666,0.0,0.0,7.346124500002323,7114.666666666667,27.092086000000865,465567.6666666667,8.0,64.91505235386741
adaptive_deg,0.007,32,V08,0.55,0.3,428.1,354.96666666666664,73.13333333333334,461.43333333333334,354.96666666666664,0.0,0.0,1.3389301999997845,7114.666666666667,53.336703333324444,86342.33333333333,1.29757526693859,11.688899705683362
adaptive_deg,0.007,64,V08,0.7633333333333333,0.5800000000000001,692.4666666666667,545.8333333333334,146.63333333333333,816.5,545.8333333333334,0.0,0.0,2.3370216666639485,7114.666666666667,53.336703333324444,86342.33333333333,1.29757526693859,11.688899705683362
adaptive_deg,0.007,128,V08,0.9333333333333333,0.9,1128.4,844.7,283.7,1582.3,844.7,0.0,0.0,4.29578046667037,7114.666666666667,53.336703333324444,86342.33333333333,1.29757526693859,11.688899705683362
adaptive_deg,0.007,256,V08,0.98,0.9,1756.5333333333333,1212.1666666666667,544.3666666666667,3128.7,1212.1666666666667,0.0,0.0,8.092048600005342,7114.666666666667,53.336703333324444,86342.33333333333,1.29757526693859,11.688899705683362
lazy_qcap,0.007,32,V08,0.5866666666666667,0.4,1497.8333333333333,1422.0,75.83333333333333,2222.8333333333335,323.0,2222.8333333333335,0.0,2.6436118666651964,7114.666666666667,19.367656333325083,68670.66666666667,1.0,9.418504874892433
lazy_qcap,0.007,64,V08,0.76,0.69,2732.5333333333333,2583.9333333333334,148.6,4157.666666666667,510.76666666666665,4157.666666666667,0.0,4.6730681666692435,7114.666666666667,19.367656333325083,68670.66666666667,1.0,9.418504874892433
lazy_qcap,0.007,128,V08,0.92,0.89,5655.9,5370.7,285.2,8974.433333333332,795.7,8974.433333333332,0.0,9.020500466664316,7114.666666666667,19.367656333325083,68670.66666666667,1.0,9.418504874892433
lazy_qcap,0.007,256,V08,0.9766666666666667,0.9,11542.433333333332,10998.133333333333,544.3,19193.433333333334,1160.5,19193.433333333334,0.0,17.72299349999855,7114.666666666667,19.367656333325083,68670.66666666667,1.0,9.418504874892433
native_active_c1,0.007,32,L2,0.4233333333333333,0.1,305.3,253.26666666666668,52.03333333333333,319.56666666666666,253.26666666666668,0.0,0.0,1.4240665000007386,7114.666666666667,23.533378333344974,90824.0,1.0,6.628051361493002
native_active_c1,0.007,64,L2,0.6033333333333334,0.4,519.4666666666667,415.73333333333335,103.73333333333333,578.6333333333333,415.73333333333335,0.0,0.0,2.471736866669024,7114.666666666667,23.533378333344974,90824.0,1.0,6.628051361493002
native_active_c1,0.007,128,L2,0.8033333333333333,0.6,878.9,672.5,206.4,1079.4666666666667,672.5,0.0,0.0,4.432611366673693,7114.666666666667,23.533378333344974,90824.0,1.0,6.628051361493002
native_active_c1,0.007,256,L2,0.95,0.8,1445.3666666666666,1044.4666666666667,400.9,2061.6,1044.4666666666667,0.0,0.0,8.199656433333757,7114.666666666667,23.533378333344974,90824.0,1.0,6.628051361493002
postfilter_hnsw,0.007,500,V08,0.33666666666666667,0.1,,,3.3666666666666667,,,0.0,0.0,30.73137680000002,7114.666666666667,0.0,0.0,0.0,0.0
postfilter_hnsw,0.007,1000,V08,0.7,0.39000000000000007,,,7.0,,,0.0,0.0,30.73137680000002,7114.666666666667,0.0,0.0,0.0,0.0
postfilter_hnsw,0.007,2000,V08,1.0,1.0,,,10.0,,,0.0,0.0,30.73137680000002,7114.666666666667,0.0,0.0,0.0,0.0
postfilter_hnsw,0.007,4000,V08,1.0,1.0,,,10.0,,,0.0,0.0,30.73137680000002,7114.666666666667,0.0,0.0,0.0,0.0
postfilter_hnsw,0.007,8000,V08,1.0,1.0,,,10.0,,,0.0,0.0,30.73137680000002,7114.666666666667,0.0,0.0,0.0,0.0
postfilter_hnsw,0.007,16000,V08,1.0,1.0,,,10.0,,,0.0,0.0,30.73137680000002,7114.666666666667,0.0,0.0,0.0,0.0
prefilter_exact,0.007,0,V08,1.0,1.0,7114.666666666667,0.0,7114.666666666667,0.0,0.0,0.0,0.0,1.2033062000019374,7114.666666666667,0.0,0.0,0.0,0.0
router1hop,0.007,32,V08,0.4533333333333333,0.1,566.0333333333333,509.8333333333333,56.2,630.9,509.8333333333333,0.0,0.0,1.4028057333301074,7114.666666666667,61.86579033332388,126472.0,1.0,17.25828613395611
router1hop,0.007,64,V08,0.67,0.4,906.7333333333333,798.3666666666667,108.36666666666666,1101.8333333333333,798.3666666666667,0.0,0.0,2.3793626999993953,7114.666666666667,61.86579033332388,126472.0,1.0,17.25828613395611
router1hop,0.007,128,V08,0.8433333333333334,0.69,1470.0666666666666,1265.8333333333333,204.23333333333332,2091.366666666667,1265.8333333333333,0.0,0.0,4.44988936666751,7114.666666666667,61.86579033332388,126472.0,1.0,17.25828613395611
router1hop,0.007,256,V08,0.9566666666666667,0.9,2287.5666666666666,1906.9333333333334,380.6333333333333,4076.2,1906.9333333333334,0.0,0.0,8.42394343333126,7114.666666666667,61.86579033332388,126472.0,1.0,17.25828613395611
witness_c1,0.007,32,V08,0.5700000000000001,0.3,725.4333333333333,650.8666666666667,74.56666666666666,542.6,306.6,397.2,397.2,2.599152700004955,7114.666666666667,25.973486999987472,93092.66666666667,1.0,9.418504874892433
witness_c1,0.007,64,V08,0.7933333333333333,0.7,1246.5333333333333,1097.9666666666667,148.56666666666666,1016.8333333333334,505.96666666666664,775.0,775.0,4.756829033339234,7114.666666666667,25.973486999987472,93092.66666666667,1.0,9.418504874892433
witness_c1,0.007,128,V08,0.9266666666666666,0.89,2045.9666666666667,1762.4333333333334,283.53333333333336,1923.9,791.2,1487.5666666666666,1487.5666666666666,8.872862800000311,7114.666666666667,25.973486999987472,93092.66666666667,1.0,9.418504874892433
witness_c1,0.007,256,V08,0.9766666666666667,0.9,2673.8,2129.1,544.7,3277.766666666667,1157.8666666666666,1487.5666666666666,1487.5666666666666,12.550774966666722,7114.666666666667,25.973486999987472,93092.66666666667,1.0,9.418504874892433
active_c1,0.01,32,V08,0.44666666666666666,0.2,461.23333333333335,369.23333333333335,92.0,469.06666666666666,369.23333333333335,0.0,0.0,1.4888255666647865,9917.666666666666,23.076061333332138,80930.66666666667,1.0,10.932334011499472
active_c1,0.01,64,V08,0.69,0.4,764.5666666666667,588.4,176.16666666666666,848.9,588.4,0.0,0.0,2.338040200000554,9917.666666666666,23.076061333332138,80930.66666666667,1.0,10.932334011499472
active_c1,0.01,128,V08,0.89,0.8,1257.8333333333333,917.1,340.73333333333335,1624.5666666666666,917.1,0.0,0.0,4.321572366664365,9917.666666666666,23.076061333332138,80930.66666666667,1.0,10.932334011499472
active_c1,0.01,256,V08,0.9666666666666667,0.9,2004.0,1345.4666666666667,658.5333333333333,3196.4333333333334,1345.4666666666667,0.0,0.0,8.138434766667046,9917.666666666666,23.076061333332138,80930.66666666667,1.0,10.932334011499472
active_c2,0.01,32,V08,0.6033333333333333,0.39000000000000007,669.3333333333334,576.2,93.13333333333334,834.3666666666667,576.2,0.0,0.0,1.3916908999959787,9917.666666666666,24.150102999991912,157955.66666666666,2.0,21.381977555278347
active_c2,0.01,64,V08,0.81,0.69,1054.2666666666667,875.7666666666667,178.5,1598.0,875.7666666666667,0.0,0.0,2.383347466665479,9917.666666666666,24.150102999991912,157955.66666666666,2.0,21.381977555278347
active_c2,0.01,128,V08,0.92,0.8,1591.9,1251.4333333333334,340.46666666666664,3151.9333333333334,1251.4333333333334,0.0,0.0,4.426639199993095,9917.666666666666,24.150102999991912,157955.66666666666,2.0,21.381977555278347
active_c2,0.01,256,V08,0.9666666666666667,0.9,2311.8333333333335,1653.1666666666667,658.6666666666666,6258.966666666666,1653.1666666666667,0.0,0.0,8.118431533334084,9917.666666666666,24.150102999991912,157955.66666666666,2.0,21.381977555278347
active_c4,0.01,32,V08,0.64,0.5,946.0,851.4,94.6,1568.3666666666666,851.4,0.0,0.0,1.4334685666644493,9917.666666666666,27.012376000006572,301007.3333333333,4.0,40.93402616730865
active_c4,0.01,64,V08,0.83,0.7,1367.6,1187.9333333333334,179.66666666666666,3072.8333333333335,1187.9333333333334,0.0,0.0,2.4734682666680405,9917.666666666666,27.012376000006572,301007.3333333333,4.0,40.93402616730865
active_c4,0.01,128,V08,0.92,0.8,1880.0666666666666,1539.7666666666667,340.3,6086.5,1539.7666666666667,0.0,0.0,4.491411166667565,9917.666666666666,27.012376000006572,301007.3333333333,4.0,40.93402616730865
active_c4,0.01,256,V08,0.9666666666666667,0.9,2537.766666666667,1879.2,658.5666666666667,12076.566666666668,1879.2,0.0,0.0,7.903340500004674,9917.666666666666,27.012376000006572,301007.3333333333,4.0,40.93402616730865
active_c8,0.01,32,V08,0.6466666666666666,0.5,1219.4333333333334,1124.5666666666666,94.86666666666666,2893.6666666666665,1124.5666666666666,0.0,0.0,1.4907679666663398,9917.666666666666,33.07520733333528,548476.3333333334,8.0,75.19416404013967
active_c8,0.01,64,V08,0.83,0.7,1622.0333333333333,1442.6666666666667,179.36666666666667,5698.4,1442.6666666666667,0.0,0.0,2.547767200007911,9917.666666666666,33.07520733333528,548476.3333333334,8.0,75.19416404013967
active_c8,0.01,128,V08,0.92,0.8,2089.4,1749.1666666666667,340.23333333333335,11321.666666666666,1749.1666666666667,0.0,0.0,4.492047200002958,9917.666666666666,33.07520733333528,548476.3333333334,8.0,75.19416404013967
active_c8,0.01,256,V08,0.9666666666666667,0.9,2692.0333333333333,2033.4666666666667,658.5666666666667,22523.033333333333,2033.4666666666667,0.0,0.0,7.603673533329432,9917.666666666666,33.07520733333528,548476.3333333334,8.0,75.19416404013967
adaptive_deg,0.01,32,V08,0.4533333333333333,0.2,467.23333333333335,375.46666666666664,91.76666666666667,478.8666666666667,375.46666666666664,0.0,0.0,1.3023418666657942,9917.666666666666,58.051030333331255,91557.33333333333,1.1585504941507778,12.280236887250947
adaptive_deg,0.01,64,V08,0.6966666666666667,0.4,780.4666666666667,603.8666666666667,176.6,884.4666666666667,603.8666666666667,0.0,0.0,2.3028587333319215,9917.666666666666,58.051030333331255,91557.33333333333,1.1585504941507778,12.280236887250947
adaptive_deg,0.01,128,V08,0.8933333333333333,0.8,1277.7333333333333,936.6333333333333,341.1,1694.8666666666666,936.6333333333333,0.0,0.0,4.297637933332983,9917.666666666666,58.051030333331255,91557.33333333333,1.1585504941507778,12.280236887250947
adaptive_deg,0.01,256,V08,0.9666666666666667,0.9,2025.4,1366.5666666666666,658.8333333333334,3362.366666666667,1366.5666666666666,0.0,0.0,8.120387833334538,9917.666666666666,58.051030333331255,91557.33333333333,1.1585504941507778,12.280236887250947
lazy_qcap,0.01,32,V08,0.48000000000000004,0.29000000000000004,870.3333333333334,775.0333333333333,95.3,1038.3666666666666,365.73333333333335,1038.3666666666666,0.0,2.1803173666692524,9917.666666666666,23.076061333332138,80930.66666666667,1.0,10.932334011499472
lazy_qcap,0.01,64,V08,0.7200000000000001,0.5,1666.9333333333334,1487.5333333333333,179.4,2114.6666666666665,584.4333333333333,2114.6666666666665,0.0,3.868059266666061,9917.666666666666,23.076061333332138,80930.66666666667,1.0,10.932334011499472
lazy_qcap,0.01,128,V08,0.8966666666666666,0.8,3244.133333333333,2902.3333333333335,341.8,4465.033333333334,917.3666666666667,4465.033333333334,0.0,7.3943633333319285,9917.666666666666,23.076061333332138,80930.66666666667,1.0,10.932334011499472
lazy_qcap,0.01,256,V08,0.9666666666666667,0.9,6230.666666666667,5571.766666666666,658.9,9301.166666666666,1344.9,9301.166666666666,0.0,14.269596700004664,9917.666666666666,23.076061333332138,80930.66666666667,1.0,10.932334011499472
native_active_c1,0.01,32,L2,0.4633333333333333,0.3,369.3,310.2,59.1,385.9,310.2,0.0,0.0,1.4465162666681408,9917.666666666666,30.346869666667924,114166.66666666667,1.0,8.206748401926456
native_active_c1,0.01,64,L2,0.6566666666666666,0.4,609.6666666666666,493.73333333333335,115.93333333333334,674.0333333333333,493.73333333333335,0.0,0.0,2.4389996999976424,9917.666666666666,30.346869666667924,114166.66666666667,1.0,8.206748401926456
native_active_c1,0.01,128,L2,0.8333333333333334,0.7,1034.1666666666667,804.5666666666667,229.6,1280.4666666666667,804.5666666666667,0.0,0.0,4.431588066664934,9917.666666666666,30.346869666667924,114166.66666666667,1.0,8.206748401926456
native_active_c1,0.01,256,L2,0.9566666666666667,0.9,1714.7666666666667,1261.1666666666667,453.6,2499.6,1261.1666666666667,0.0,0.0,8.333575599995887,9917.666666666666,30.346869666667924,114166.66666666667,1.0,8.206748401926456
postfilter_hnsw,0.01,500,V08,0.48333333333333334,0.2,,,4.833333333333333,,,0.0,0.0,30.73137680000002,9917.666666666666,0.0,0.0,0.0,0.0
postfilter_hnsw,0.01,1000,V08,0.86,0.6,,,8.6,,,0.0,0.0,30.73137680000002,9917.666666666666,0.0,0.0,0.0,0.0
postfilter_hnsw,0.01,2000,V08,0.9966666666666666,1.0,,,9.966666666666667,,,0.0,0.0,30.73137680000002,9917.666666666666,0.0,0.0,0.0,0.0
postfilter_hnsw,0.01,4000,V08,1.0,1.0,,,10.0,,,0.0,0.0,30.73137680000002,9917.666666666666,0.0,0.0,0.0,0.0
postfilter_hnsw,0.01,8000,V08,1.0,1.0,,,10.0,,,0.0,0.0,30.73137680000002,9917.666666666666,0.0,0.0,0.0,0.0
postfilter_hnsw,0.01,16000,V08,1.0,1.0,,,10.0,,,0.0,0.0,30.73137680000002,9917.666666666666,0.0,0.0,0.0,0.0
prefilter_exact,0.01,0,V08,1.0,1.0,9917.666666666666,0.0,9917.666666666666,0.0,0.0,0.0,0.0,1.718304033336911,9917.666666666666,0.0,0.0,0.0,0.0
router1hop,0.01,32,V08,0.43,0.2,595.1333333333333,520.6333333333333,74.5,640.4333333333333,520.6333333333333,0.0,0.0,1.3902467999969303,9917.666666666666,62.94066533333383,126472.0,1.0,17.03692254888153
router1hop,0.01,64,V08,0.6799999999999999,0.49000000000000005,971.1333333333333,826.6333333333333,144.5,1140.9,826.6333333333333,0.0,0.0,2.3712709999993344,9917.666666666666,62.94066533333383,126472.0,1.0,17.03692254888153
router1hop,0.01,128,V08,0.86,0.7,1590.2666666666667,1320.4666666666667,269.8,2206.0,1320.4666666666667,0.0,0.0,4.506456366668014,9917.666666666666,62.94066533333383,126472.0,1.0,17.03692254888153
router1hop,0.01,256,V08,0.94,0.89,2489.733333333333,1975.8333333333333,513.9,4330.933333333333,1975.8333333333333,0.0,0.0,8.466495133331856,9917.666666666666,62.94066533333383,126472.0,1.0,17.03692254888153
