method,selectivity,parameter,matched_level,recall,recall_p10,distance_computations,portal_computations,payload_computations,adjacency_reads,visited_cells,summary_checks_query,child_reads_query,latency_ms,valid_count,materialization_ms,materialization_summary_checks
uniform_b8_router,0.007,64,2,0.5700000000000001,0.3,1004.2333333333333,950.1,54.13333333333333,1254.2,950.1,0.0,0.0,3.625172566667819,7114.666666666667,0.0,0.0
uniform_b8_router,0.007,128,2,0.7799999999999999,0.5,1682.8666666666666,1578.4666666666667,104.4,2407.366666666667,1578.4666666666667,0.0,0.0,6.77873353333401,7114.666666666667,0.0,0.0
uniform_b8_router,0.007,256,2,0.89,0.7,2695.3,2497.8,197.5,4725.833333333333,2497.8,0.0,0.0,13.0302521666664,7114.666666666667,0.0,0.0
capacity_b8,0.01,32,2,0.5833333333333334,0.4,581.6333333333333,519.5333333333333,62.1,713.0,519.5333333333333,0.0,0.0,1.9725736999987475,9917.666666666666,141.98397166667104,2429877.0
capacity_b8,0.01,64,2,0.7533333333333334,0.6,923.1666666666666,801.3,121.86666666666666,1307.9333333333334,801.3,0.0,0.0,3.5091544333340607,9917.666666666666,141.98397166667104,2429877.0
capacity_b8,0.01,128,2,0.8766666666666667,0.7,1412.7,1182.9,229.8,2461.5333333333333,1182.9,0.0,0.0,6.539608499999379,9917.666666666666,141.98397166667104,2429877.0
capacity_b8,0.01,256,2,0.9766666666666667,0.9,2146.4666666666667,1692.2666666666667,454.2,4844.2,1692.2666666666667,0.0,0.0,12.212385933333772,9917.666666666666,141.98397166667104,2429877.0
hybrid_g4_c4_u4,0.01,32,2,0.5933333333333334,0.4,590.1666666666666,530.7666666666667,59.4,825.4666666666667,530.7666666666667,0.0,0.0,1.8812825666628896,9917.666666666666,255.84279400000773,2429877.0
hybrid_g4_c4_u4,0.01,64,2,0.7666666666666667,0.6,946.6666666666666,828.6333333333333,118.03333333333333,1590.0333333333333,828.6333333333333,0.0,0.0,3.4757095333352104,9917.666666666666,255.84279400000773,2429877.0
hybrid_g4_c4_u4,0.01,128,2,0.8866666666666667,0.7,1442.9333333333334,1215.0,227.93333333333334,3082.766666666667,1215.0,0.0,0.0,6.50268619999963,9917.666666666666,255.84279400000773,2429877.0
hybrid_g4_c4_u4,0.01,256,2,0.9766666666666667,0.9,2172.0666666666666,1718.5333333333333,453.53333333333336,6061.966666666666,1718.5333333333333,0.0,0.0,12.148048199997183,9917.666666666666,255.84279400000773,2429877.0
postfilter_hnsw,0.01,500,2,0.48333333333333334,0.2,,,4.833333333333333,,,0.0,0.0,30.44778066666633,9917.666666666666,0.0,0.0
postfilter_hnsw,0.01,1000,2,0.86,0.6,,,8.6,,,0.0,0.0,30.44778066666633,9917.666666666666,0.0,0.0
postfilter_hnsw,0.01,2000,2,0.9966666666666666,1.0,,,9.966666666666667,,,0.0,0.0,30.44778066666633,9917.666666666666,0.0,0.0
postfilter_hnsw,0.01,4000,2,1.0,1.0,,,10.0,,,0.0,0.0,30.44778066666633,9917.666666666666,0.0,0.0
postfilter_hnsw,0.01,8000,2,1.0,1.0,,,10.0,,,0.0,0.0,30.44778066666633,9917.666666666666,0.0,0.0
postfilter_hnsw,0.01,16000,2,1.0,1.0,,,10.0,,,0.0,0.0,30.44778066666633,9917.666666666666,0.0,0.0
prefilter_exact,0.01,0,2,1.0,1.0,9917.666666666666,0.0,9917.666666666666,0.0,0.0,0.0,0.0,1.1834038333347507,9917.666666666666,0.0,0.0
topdown_summary_hybrid,0.01,32,2,0.5933333333333334,0.4,924.6666666666666,865.3,59.36666666666667,798.3666666666667,512.9333333333333,452.8666666666667,242.86666666666667,2.0539010000049984,9917.666666666666,255.84279400000773,2429877.0
topdown_summary_hybrid,0.01,64,2,0.7633333333333334,0.6,1307.3,1189.4333333333334,117.86666666666666,1575.9333333333334,819.7333333333333,484.1,274.1,3.6653960666692833,9917.666666666666,255.84279400000773,2429877.0
topdown_summary_hybrid,0.01,128,2,0.8833333333333333,0.7,1887.5666666666666,1659.8333333333333,227.73333333333332,3072.3333333333335,1207.8333333333333,650.9333333333333,440.93333333333334,6.768625900003637,9917.666666666666,255.84279400000773,2429877.0
topdown_summary_hybrid,0.01,256,2,0.9766666666666667,0.9,2728.5333333333333,2275.0666666666666,453.46666666666664,6056.333333333333,1714.1333333333334,914.8333333333334,704.8333333333334,12.445839533331574,9917.666666666666,255.84279400000773,2429877.0
uniform_b8_active,0.01,32,2,0.46,0.3,356.6,295.6666666666667,60.93333333333333,368.2,295.6666666666667,0.0,0.0,1.9732291666637518,9917.666666666666,36.18631466666026,114139.0
uniform_b8_active,0.01,64,2,0.6733333333333333,0.5,608.9333333333333,490.06666666666666,118.86666666666666,675.2333333333333,490.06666666666666,0.0,0.0,3.57944793333426,9917.666666666666,36.18631466666026,114139.0
uniform_b8_active,0.01,128,2,0.86,0.7,1022.3333333333334,790.9333333333333,231.4,1269.6,790.9333333333333,0.0,0.0,6.478575399999424,9917.666666666666,36.18631466666026,114139.0
uniform_b8_active,0.01,256,2,0.9700000000000001,0.9,1699.4666666666667,1245.6666666666667,453.8,2481.6666666666665,1245.6666666666667,0.0,0.0,12.262838333333548,9917.666666666666,36.18631466666026,114139.0
uniform_b8_router,0.01,32,2,0.4066666666666666,0.2,599.5666666666667,560.9,38.666666666666664,674.5333333333333,560.9,0.0,0.0,2.02424309999761,9917.666666666666,0.0,0.0
uniform_b8_router,0.01,64,2,0.5866666666666667,0.3,1022.1333333333333,950.1,72.03333333333333,1254.2,950.1,0.0,0.0,3.724290399999101,9917.666666666666,0.0,0.0
uniform_b8_router,0.01,128,2,0.76,0.6,1717.2666666666667,1578.4666666666667,138.8,2407.366666666667,1578.4666666666667,0.0,0.0,6.820128300002655,9917.666666666666,0.0,0.0
uniform_b8_router,0.01,256,2,0.9133333333333333,0.8,2759.4666666666667,2497.8,261.6666666666667,4725.833333333333,2497.8,0.0,0.0,13.09736563333388,9917.666666666666,0.0,0.0
capacity_b8,0.02,32,2,0.4966666666666667,0.29000000000000004,708.1333333333333,608.3666666666667,99.76666666666667,789.1,608.3666666666667,0.0,0.0,2.0110304333333793,19797.0,206.1950129999938,3375682.3333333335
capacity_b8,0.02,64,2,0.6833333333333333,0.4800000000000001,1136.0666666666666,945.7,190.36666666666667,1422.2666666666667,945.7,0.0,0.0,3.5981813999995893,19797.0,206.1950129999938,3375682.3333333335
capacity_b8,0.02,128,2,0.8166666666666667,0.6,1784.3333333333333,1428.4666666666667,355.8666666666667,2648.9333333333334,1428.4666666666667,0.0,0.0,6.707258233334794,19797.0,206.1950129999938,3375682.3333333335
capacity_b8,0.02,256,2,0.9299999999999999,0.8,2778.4333333333334,2093.866666666667,684.5666666666667,5118.3,2093.866666666667,0.0,0.0,12.695775399999812,19797.0,206.1950129999938,3375682.3333333335
hybrid_g4_c4_u4,0.02,32,2,0.5366666666666667,0.3,722.5666666666667,626.4333333333333,96.13333333333334,922.1333333333333,626.4333333333333,0.0,0.0,1.9201598000004576,19797.0,373.44395533332886,3375682.3333333335
hybrid_g4_c4_u4,0.02,64,2,0.7200000000000001,0.49000000000000005,1169.3333333333333,983.8333333333334,185.5,1763.2333333333333,983.8333333333334,0.0,0.0,3.5278031000009,19797.0,373.44395533332886,3375682.3333333335
hybrid_g4_c4_u4,0.02,128,2,0.83,0.69,1822.7333333333333,1472.8666666666666,349.8666666666667,3395.733333333333,1472.8666666666666,0.0,0.0,6.599083700002477,19797.0,373.44395533332886,3375682.3333333335
hybrid_g4_c4_u4,0.02,256,2,0.9266666666666666,0.8,2814.266666666667,2134.1,680.1666666666666,6653.133333333333,2134.1,0.0,0.0,12.594707566666822,19797.0,373.44395533332886,3375682.3333333335
postfilter_hnsw,0.02,500,2,0.8566666666666667,0.6,,,8.566666666666666,,,0.0,0.0,30.44778066666633,19797.0,0.0,0.0
postfilter_hnsw,0.02,1000,2,1.0,1.0,,,10.0,,,0.0,0.0,30.44778066666633,19797.0,0.0,0.0
postfilter_hnsw,0.02,2000,2,1.0,1.0,,,10.0,,,0.0,0.0,30.44778066666633,19797.0,0.0,0.0
postfilter_hnsw,0.02,4000,2,1.0,1.0,,,10.0,,,0.0,0.0,30.44778066666633,19797.0,0.0,0.0
postfilter_hnsw,0.02,8000,2,1.0,1.0,,,10.0,,,0.0,0.0,30.44778066666633,19797.0,0.0,0.0
postfilter_hnsw,0.02,16000,2,1.0,1.0,,,10.0,,,0.0,0.0,30.44778066666633,19797.0,0.0,0.0
prefilter_exact,0.02,0,2,1.0,1.0,19797.0,0.0,19797.0,0.0,0.0,0.0,0.0,3.1974175333355483,19797.0,0.0,0.0
topdown_summary_hybrid,0.02,32,2,0.5333333333333333,0.29000000000000004,1105.8,1009.7333333333333,96.06666666666666,910.0333333333333,617.6666666666666,451.1333333333333,241.13333333333333,2.141929133334012,19797.0,373.44395533332886,3375682.3333333335
topdown_summary_hybrid,0.02,64,2,0.7166666666666667,0.49000000000000005,1572.8333333333333,1387.6666666666667,185.16666666666666,1756.3,977.5666666666667,481.0,271.0,3.7459232333304726,19797.0,373.44395533332886,3375682.3333333335
topdown_summary_hybrid,0.02,128,2,0.83,0.69,2330.9666666666667,1981.4,349.56666666666666,3389.866666666667,1466.0666666666666,644.5,434.5,6.884242166664952,19797.0,373.44395533332886,3375682.3333333335
topdown_summary_hybrid,0.02,256,2,0.9266666666666666,0.8,3480.9333333333334,2800.5666666666666,680.3666666666667,6651.633333333333,2129.733333333333,909.4666666666667,699.4666666666667,12.895771466662609,19797.0,373.44395533332886,3375682.3333333335
uniform_b8_active,0.02,32,2,0.4,0.09000000000000004,492.46666666666664,399.6333333333333,92.83333333333333,488.3333333333333,399.6333333333333,0.0,0.0,1.9671263333312556,19797.0,51.69447700000281,162235.0
uniform_b8_active,0.02,64,2,0.6033333333333334,0.39000000000000007,852.4,670.2333333333333,182.16666666666666,911.0333333333333,670.2333333333333,0.0,0.0,3.5349562000012233,19797.0,51.69447700000281,162235.0
uniform_b8_active,0.02,128,2,0.7899999999999999,0.59,1446.4,1093.4666666666667,352.93333333333334,1742.5333333333333,1093.4666666666667,0.0,0.0,6.631453600002146,19797.0,51.69447700000281,162235.0
uniform_b8_active,0.02,256,2,0.9233333333333333,0.8,2403.4666666666667,1718.4,685.0666666666667,3424.866666666667,1718.4,0.0,0.0,12.700683800001874,19797.0,51.69447700000281,162235.0
uniform_b8_router,0.02,32,2,0.3733333333333333,0.1,637.5333333333333,560.9,76.63333333333334,674.5333333333333,560.9,0.0,0.0,2.037806700001473,19797.0,0.0,0.0
uniform_b8_router,0.02,64,2,0.5666666666666667,0.2,1100.2666666666667,950.1,150.16666666666666,1254.2,950.1,0.0,0.0,3.67838533333232,19797.0,0.0,0.0
uniform_b8_router,0.02,128,2,0.73,0.5,1863.1,1578.4666666666667,284.6333333333333,2407.366666666667,1578.4666666666667,0.0,0.0,6.85853543333413,19797.0,0.0,0.0
uniform_b8_router,0.02,256,2,0.9,0.79,3032.4666666666667,2497.8,534.6666666666666,4725.833333333333,2497.8,0.0,0.0,13.111076499999777,19797.0,0.0,0.0
