level,n_cells,assignment_seconds,contract_seconds,geo_core_seconds,full_edges,uniform_edges,cell_mean,cell_median,cell_p90,cell_p99,cell_max
2,15653,18.959933038000003,1.5648568740000144,1.2368011280000246,4706280,246858,63.885517153261354,48.0,133.0,254.0,590
3,1964,12.804213473999994,0.8044036309999854,0.15888127799999552,662110,31054,509.1649694501018,372.0,1085.8000000000002,2177.009999999992,4772
