method,selectivity,mask_seed,query,parameter,level_name,recall,distance_computations,portal_computations,payload_computations,adjacency_reads,visited_cells,summary_checks_query,copy_lists_read,expanded_active_cells,avg_copies_per_expansion,active_edges_exposed,improving_edges,progress_fraction,geo_fallbacks,router_fallbacks,latency_ms,valid_count,theory_copies
prefilter_exact,0.01,1,22,0,L2,1.0,9919.0,0.0,9919,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,1.9062499999904503,9919,2
postfilter_hnsw,0.01,1,22,500,L2,0.6,,,6,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,9919,2
postfilter_hnsw,0.01,1,22,1000,L2,0.9,,,9,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,9919,2
postfilter_hnsw,0.01,1,22,2000,L2,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,9919,2
postfilter_hnsw,0.01,1,22,4000,L2,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,9919,2
postfilter_hnsw,0.01,1,22,8000,L2,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,9919,2
postfilter_hnsw,0.01,1,22,16000,L2,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,9919,2
fixed_c1,0.01,1,22,32,L2,0.6,368.0,305.0,63,683.0,305.0,683,36,36,1.0,374,34,0.09090909090909091,0,0,2.700610000005099,9919,2
fixed_c2,0.01,1,22,32,L2,0.7,525.0,454.0,71,1170.0,454.0,1170,66,33,2.0,649,34,0.05238828967642527,0,0,2.7112460000182637,9919,2
theory_c,0.01,1,22,32,L2,0.7,525.0,454.0,71,1170.0,454.0,1170,66,33,2.0,649,34,0.05238828967642527,0,0,2.6715280000075836,9919,2
degree4,0.01,1,22,32,L2,0.6,368.0,305.0,63,683.0,305.0,683,36,36,1.0,374,34,0.09090909090909091,0,0,2.4751750000007178,9919,2
degree8,0.01,1,22,32,L2,0.7,409.0,331.0,78,759.0,331.0,759,41,33,1.2424242424242424,406,28,0.06896551724137931,0,0,2.3315829999717153,9919,2
progress4,0.01,1,22,32,L2,0.8,358.0,285.0,73,757.0,285.0,757,32,32,1.0,467,58,0.12419700214132762,23,0,3.2361750000120537,9919,2
progress8,0.01,1,22,32,L2,0.8,390.0,316.0,74,843.0,316.0,843,38,32,1.1875,509,53,0.10412573673870335,22,0,3.29349000000434,9919,2
progress4_router,0.01,1,22,32,L2,0.8,376.0,303.0,73,813.0,291.0,813,32,32,1.0,467,58,0.12419700214132762,23,3,3.465846000011652,9919,2
fixed_c1,0.01,1,22,64,L2,0.8,596.0,469.0,127,1168.0,469.0,1168,64,64,1.0,657,71,0.1080669710806697,0,0,4.233466000016506,9919,2
fixed_c2,0.01,1,22,64,L2,0.8,886.0,744.0,142,2393.0,744.0,2393,128,64,2.0,1307,90,0.06885998469778118,0,0,4.950940999975728,9919,2
theory_c,0.01,1,22,64,L2,0.8,886.0,744.0,142,2393.0,744.0,2393,128,64,2.0,1307,90,0.06885998469778118,0,0,4.900996999992913,9919,2
degree4,0.01,1,22,64,L2,0.8,596.0,469.0,127,1168.0,469.0,1168,64,64,1.0,657,71,0.1080669710806697,0,0,4.17959500001075,9919,2
degree8,0.01,1,22,64,L2,0.8,648.0,514.0,134,1375.0,514.0,1375,77,65,1.1846153846153846,765,68,0.08888888888888889,0,0,4.394145000020444,9919,2
progress4,0.01,1,22,64,L2,0.9,641.0,496.0,145,1456.0,496.0,1456,64,64,1.0,884,134,0.1515837104072398,33,0,5.59483700001806,9919,2
progress8,0.01,1,22,64,L2,0.9,678.0,536.0,142,1647.0,536.0,1647,76,64,1.1875,974,126,0.1293634496919918,32,0,5.752802999978712,9919,2
progress4_router,0.01,1,22,64,L2,0.9,682.0,537.0,145,1554.0,504.0,1554,64,64,1.0,884,134,0.1515837104072398,33,4,6.046988999997893,9919,2
fixed_c1,0.01,1,22,128,L2,0.9,1029.0,788.0,241,2400.0,788.0,2400,128,128,1.0,1336,168,0.12574850299401197,0,0,8.288887999981398,9919,2
fixed_c2,0.01,1,22,128,L2,0.9,1367.0,1127.0,240,4826.0,1127.0,4826,256,128,2.0,2617,307,0.1173098968284295,0,0,10.238842999967801,9919,2
theory_c,0.01,1,22,128,L2,0.9,1367.0,1127.0,240,4826.0,1127.0,4826,256,128,2.0,2617,307,0.1173098968284295,0,0,9.790598000023465,9919,2
degree4,0.01,1,22,128,L2,0.9,1029.0,788.0,241,2400.0,788.0,2400,128,128,1.0,1336,168,0.12574850299401197,0,0,8.420512999975927,9919,2
degree8,0.01,1,22,128,L2,0.9,1069.0,825.0,244,2719.0,825.0,2719,148,128,1.15625,1501,187,0.1245836109260493,0,0,8.633259999982101,9919,2
progress4,0.01,1,22,128,L2,0.9,1053.0,814.0,239,2801.0,814.0,2801,128,128,1.0,1662,289,0.17388688327316487,49,0,10.314946000022474,9919,2
progress8,0.01,1,22,128,L2,0.9,1090.0,851.0,239,3071.0,851.0,3071,147,128,1.1484375,1795,293,0.16323119777158773,45,0,10.399000000006708,9919,2
progress4_router,0.01,1,22,128,L2,0.9,1099.0,863.0,236,2915.0,824.0,2915,125,125,1.0,1656,281,0.16968599033816426,49,5,10.920215999959737,9919,2
fixed_c1,0.01,1,22,256,L2,1.0,1715.0,1225.0,490,4915.0,1225.0,4915,256,256,1.0,2685,477,0.1776536312849162,0,0,16.017564999998513,9919,2
fixed_c2,0.01,1,22,256,L2,1.0,2120.0,1632.0,488,9837.0,1632.0,9837,512,256,2.0,5224,908,0.17381316998468607,0,0,18.46744099998432,9919,2
theory_c,0.01,1,22,256,L2,1.0,2120.0,1632.0,488,9837.0,1632.0,9837,512,256,2.0,5224,908,0.17381316998468607,0,0,18.566168000006655,9919,2
degree4,0.01,1,22,256,L2,1.0,1716.0,1226.0,490,4927.0,1226.0,4927,257,256,1.00390625,2692,482,0.17904903417533433,0,0,15.928390999988551,9919,2
degree8,0.01,1,22,256,L2,1.0,1782.0,1292.0,490,5632.0,1292.0,5632,300,256,1.171875,3068,550,0.17926988265971316,0,0,16.55631299999527,9919,2
progress4,0.01,1,22,256,L2,1.0,1717.0,1227.0,490,5375.0,1227.0,5375,257,256,1.00390625,3053,641,0.20995741893219783,56,0,18.57905800000026,9919,2
progress8,0.01,1,22,256,L2,1.0,1783.0,1293.0,490,6024.0,1293.0,6024,300,256,1.171875,3385,679,0.20059084194977844,49,0,18.697724000020344,9919,2
progress4_router,0.01,1,22,256,L2,1.0,1755.0,1277.0,478,5518.0,1228.0,5518,250,249,1.0040160642570282,3054,622,0.2036673215455141,56,6,19.603938999978254,9919,2
prefilter_exact,0.01,1,25,0,L2,1.0,9919.0,0.0,9919,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,1.8491159999882711,9919,2
postfilter_hnsw,0.01,1,25,500,L2,0.4,,,4,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,9919,2
postfilter_hnsw,0.01,1,25,1000,L2,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,9919,2
postfilter_hnsw,0.01,1,25,2000,L2,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,9919,2
postfilter_hnsw,0.01,1,25,4000,L2,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,9919,2
postfilter_hnsw,0.01,1,25,8000,L2,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,9919,2
postfilter_hnsw,0.01,1,25,16000,L2,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,9919,2
fixed_c1,0.01,1,25,32,L2,0.2,377.0,325.0,52,770.0,325.0,770,36,36,1.0,390,36,0.09230769230769231,0,0,2.716033000012885,9919,2
fixed_c2,0.01,1,25,32,L2,0.2,505.0,453.0,52,1334.0,453.0,1334,64,32,2.0,596,30,0.050335570469798654,0,0,2.6206519999902866,9919,2
theory_c,0.01,1,25,32,L2,0.2,505.0,453.0,52,1334.0,453.0,1334,64,32,2.0,596,30,0.050335570469798654,0,0,2.94252899999492,9919,2
degree4,0.01,1,25,32,L2,0.2,377.0,325.0,52,770.0,325.0,770,36,36,1.0,390,36,0.09230769230769231,0,0,2.4630069999886928,9919,2
degree8,0.01,1,25,32,L2,0.2,390.0,338.0,52,826.0,338.0,826,40,35,1.1428571428571428,407,34,0.08353808353808354,0,0,2.386384000004682,9919,2
progress4,0.01,1,25,32,L2,0.4,375.0,321.0,54,851.0,321.0,851,33,32,1.03125,432,30,0.06944444444444445,21,0,3.2653290000155266,9919,2
progress8,0.01,1,25,32,L2,0.4,421.0,368.0,53,986.0,368.0,986,42,33,1.2727272727272727,489,29,0.05930470347648262,20,0,3.3729590000177723,9919,2
progress4_router,0.01,1,25,32,L2,0.4,486.0,440.0,46,1091.0,333.0,1091,30,29,1.0344827586206897,425,28,0.06588235294117648,20,12,3.902635000002874,9919,2
fixed_c1,0.01,1,25,64,L2,0.4,603.0,502.0,101,1334.0,502.0,1334,64,64,1.0,656,68,0.10365853658536585,0,0,4.204041999969377,9919,2
fixed_c2,0.01,1,25,64,L2,0.7,877.0,774.0,103,2705.0,774.0,2705,128,64,2.0,1210,81,0.06694214876033058,0,0,4.9020879999943645,9919,2
theory_c,0.01,1,25,64,L2,0.7,877.0,774.0,103,2705.0,774.0,2705,128,64,2.0,1210,81,0.06694214876033058,0,0,5.035776999989139,9919,2
degree4,0.01,1,25,64,L2,0.4,603.0,501.0,102,1347.0,501.0,1347,65,64,1.015625,655,68,0.10381679389312977,0,0,4.221688999962225,9919,2
degree8,0.01,1,25,64,L2,0.5,656.0,554.0,102,1562.0,554.0,1562,77,64,1.203125,743,68,0.09152086137281291,0,0,4.32199700000524,9919,2
progress4,0.01,1,25,64,L2,0.7,641.0,534.0,107,1654.0,534.0,1654,65,64,1.015625,829,82,0.09891435464414958,37,0,5.965217000010625,9919,2
progress8,0.01,1,25,64,L2,0.7,721.0,619.0,102,1997.0,619.0,1997,83,64,1.296875,970,86,0.088659793814433,34,0,6.010685000006788,9919,2
progress4_router,0.01,1,25,64,L2,0.6,774.0,686.0,88,1893.0,538.0,1893,55,54,1.0185185185185186,771,66,0.08560311284046693,33,16,6.602383999990025,9919,2
fixed_c1,0.01,1,25,128,L2,0.7,1005.0,801.0,204,2528.0,801.0,2528,128,128,1.0,1218,146,0.11986863711001643,0,0,8.364951000032761,9919,2
fixed_c2,0.01,1,25,128,L2,0.8,1369.0,1165.0,204,5077.0,1165.0,5077,256,128,2.0,2345,231,0.09850746268656717,0,0,9.587786000025744,9919,2
theory_c,0.01,1,25,128,L2,0.8,1369.0,1165.0,204,5077.0,1165.0,5077,256,128,2.0,2345,231,0.09850746268656717,0,0,9.546475000007604,9919,2
degree4,0.01,1,25,128,L2,0.7,1007.0,803.0,204,2550.0,803.0,2550,129,128,1.0078125,1226,147,0.1199021207177814,0,0,8.24016600000732,9919,2
degree8,0.01,1,25,128,L2,0.8,1131.0,925.0,206,3265.0,925.0,3265,170,128,1.328125,1539,173,0.11241065627030539,0,0,8.71151500001588,9919,2
progress4,0.01,1,25,128,L2,0.7,1039.0,837.0,202,2975.0,837.0,2975,129,128,1.0078125,1504,187,0.12433510638297872,55,0,10.852513999992652,9919,2
progress8,0.01,1,25,128,L2,0.8,1158.0,953.0,205,3669.0,953.0,3669,172,128,1.34375,1803,205,0.1136993899057127,45,0,10.946162999999842,9919,2
progress4_router,0.01,1,25,128,L2,0.7,1235.0,1077.0,158,3417.0,868.0,3417,102,101,1.00990099009901,1468,139,0.0946866485013624,50,25,11.918255999972871,9919,2
fixed_c1,0.01,1,25,256,L2,1.0,1698.0,1296.0,402,4964.0,1296.0,4964,256,256,1.0,2409,372,0.15442092154420922,0,0,16.05372800000282,9919,2
fixed_c2,0.01,1,25,256,L2,1.0,2131.0,1721.0,410,10071.0,1721.0,10071,512,256,2.0,4746,656,0.13822166034555414,0,0,18.686475999999175,9919,2
theory_c,0.01,1,25,256,L2,1.0,2131.0,1721.0,410,10071.0,1721.0,10071,512,256,2.0,4746,656,0.13822166034555414,0,0,18.49639400001024,9919,2
degree4,0.01,1,25,256,L2,1.0,1700.0,1298.0,402,5004.0,1298.0,5004,258,256,1.0078125,2426,375,0.15457543281121186,0,0,16.15659099999789,9919,2
degree8,0.01,1,25,256,L2,1.0,1861.0,1454.0,407,6459.0,1454.0,6459,342,256,1.3359375,3091,468,0.1514073115496603,0,0,16.995175000005247,9919,2
progress4,0.01,1,25,256,L2,1.0,1724.0,1316.0,408,5616.0,1316.0,5616,258,256,1.0078125,2829,446,0.15765288087663484,77,0,19.79285999999547,9919,2
progress8,0.01,1,25,256,L2,1.0,1868.0,1461.0,407,6981.0,1461.0,6981,343,256,1.33984375,3432,530,0.15442890442890442,63,0,20.329817000003914,9919,2
progress4_router,0.01,1,25,256,L2,1.0,1935.0,1593.0,342,6215.0,1319.0,6215,214,212,1.009433962264151,2771,343,0.12378202814868279,73,33,21.733752000017148,9919,2
prefilter_exact,0.01,1,28,0,L2,1.0,9919.0,0.0,9919,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,1.8939820000127838,9919,2
postfilter_hnsw,0.01,1,28,500,L2,0.5,,,5,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,9919,2
postfilter_hnsw,0.01,1,28,1000,L2,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,9919,2
postfilter_hnsw,0.01,1,28,2000,L2,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,9919,2
postfilter_hnsw,0.01,1,28,4000,L2,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,9919,2
postfilter_hnsw,0.01,1,28,8000,L2,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,9919,2
postfilter_hnsw,0.01,1,28,16000,L2,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,9919,2
fixed_c1,0.01,1,28,32,L2,0.5,340.0,281.0,59,635.0,281.0,635,33,33,1.0,333,28,0.08408408408408409,0,0,2.5280640000175936,9919,2
fixed_c2,0.01,1,28,32,L2,0.4,599.0,542.0,57,1353.0,542.0,1353,66,33,2.0,706,36,0.05099150141643059,0,0,2.7369139999962044,9919,2
theory_c,0.01,1,28,32,L2,0.4,599.0,542.0,57,1353.0,542.0,1353,66,33,2.0,706,36,0.05099150141643059,0,0,2.647540999987541,9919,2
degree4,0.01,1,28,32,L2,0.5,340.0,281.0,59,635.0,281.0,635,33,33,1.0,333,28,0.08408408408408409,0,0,2.2459850000018378,9919,2
degree8,0.01,1,28,32,L2,0.4,476.0,417.0,59,1020.0,417.0,1020,50,42,1.1904761904761905,518,40,0.07722007722007722,0,0,2.8893500000037875,9919,2
progress4,0.01,1,28,32,L2,0.5,400.0,339.0,61,812.0,339.0,812,32,32,1.0,448,37,0.08258928571428571,20,0,3.3415820000186613,9919,2
progress8,0.01,1,28,32,L2,0.5,443.0,382.0,61,914.0,382.0,914,39,32,1.21875,506,36,0.07114624505928854,18,0,3.199361999975281,9919,2
progress4_router,0.01,1,28,32,L2,0.5,461.0,404.0,57,969.0,345.0,969,30,30,1.0,439,34,0.0774487471526196,19,8,3.6199549999764713,9919,2
fixed_c1,0.01,1,28,64,L2,0.8,645.0,524.0,121,1305.0,524.0,1305,64,64,1.0,677,58,0.08567208271787297,0,0,4.262740000001486,9919,2
fixed_c2,0.01,1,28,64,L2,0.7,962.0,841.0,121,2649.0,841.0,2649,128,64,2.0,1323,84,0.06349206349206349,0,0,4.998112000009769,9919,2
theory_c,0.01,1,28,64,L2,0.7,962.0,841.0,121,2649.0,841.0,2649,128,64,2.0,1323,84,0.06349206349206349,0,0,4.921687999996038,9919,2
degree4,0.01,1,28,64,L2,0.8,645.0,524.0,121,1305.0,524.0,1305,64,64,1.0,677,58,0.08567208271787297,0,0,4.186637000003657,9919,2
degree8,0.01,1,28,64,L2,0.7,763.0,639.0,124,1741.0,639.0,1741,86,71,1.2112676056338028,884,68,0.07692307692307693,0,0,4.7879099999761365,9919,2
progress4,0.01,1,28,64,L2,0.9,721.0,599.0,122,1669.0,599.0,1669,65,64,1.015625,901,77,0.08546059933407325,38,0,6.066687999975784,9919,2
progress8,0.01,1,28,64,L2,0.9,821.0,700.0,121,2007.0,700.0,2007,84,68,1.2352941176470589,1083,84,0.07756232686980609,38,0,6.519940999993423,9919,2
progress4_router,0.01,1,28,64,L2,0.9,872.0,760.0,112,1982.0,645.0,1982,58,57,1.0175438596491229,903,64,0.07087486157253599,36,14,6.8313740000292,9919,2
fixed_c1,0.01,1,28,128,L2,1.0,1133.0,895.0,238,2602.0,895.0,2602,129,129,1.0,1352,136,0.10059171597633136,0,0,8.26572299996542,9919,2
fixed_c2,0.01,1,28,128,L2,1.0,1542.0,1316.0,226,5169.0,1316.0,5169,258,129,2.0,2641,215,0.0814085573646346,0,0,9.839771000031305,9919,2
theory_c,0.01,1,28,128,L2,1.0,1542.0,1316.0,226,5169.0,1316.0,5169,258,129,2.0,2641,215,0.0814085573646346,0,0,9.684560000010833,9919,2
degree4,0.01,1,28,128,L2,1.0,1133.0,895.0,238,2602.0,895.0,2602,129,129,1.0,1352,136,0.10059171597633136,0,0,8.249970000008489,9919,2
degree8,0.01,1,28,128,L2,1.0,1242.0,1007.0,235,3156.0,1007.0,3156,160,130,1.2307692307692308,1634,150,0.09179926560587515,0,0,8.732336000008445,9919,2
progress4,0.01,1,28,128,L2,1.0,1167.0,936.0,231,3084.0,936.0,3084,130,129,1.0077519379844961,1677,180,0.1073345259391771,57,0,11.008496000016521,9919,2
progress8,0.01,1,28,128,L2,1.0,1254.0,1024.0,230,3562.0,1024.0,3562,159,128,1.2421875,1915,191,0.09973890339425587,54,0,11.262713000007807,9919,2
progress4_router,0.01,1,28,128,L2,1.0,1349.0,1151.0,198,3570.0,988.0,3570,112,110,1.018181818181818,1691,140,0.08279124778237729,57,21,12.237249999998312,9919,2
fixed_c1,0.01,1,28,256,L2,1.0,1808.0,1339.0,469,5037.0,1339.0,5037,256,256,1.0,2590,383,0.14787644787644788,0,0,15.967198999987886,9919,2
fixed_c2,0.01,1,28,256,L2,1.0,2272.0,1806.0,466,10014.0,1806.0,10014,512,256,2.0,5059,678,0.13401858074718323,0,0,18.64710800003877,9919,2
theory_c,0.01,1,28,256,L2,1.0,2272.0,1806.0,466,10014.0,1806.0,10014,512,256,2.0,5059,678,0.13401858074718323,0,0,18.67429800000764,9919,2
degree4,0.01,1,28,256,L2,1.0,1808.0,1339.0,469,5051.0,1339.0,5051,257,256,1.00390625,2598,383,0.14742109314857582,0,0,15.973468999987972,9919,2
degree8,0.01,1,28,256,L2,1.0,1928.0,1454.0,474,6125.0,1454.0,6125,322,257,1.2529182879377432,3112,439,0.14106683804627249,0,0,16.8002850000164,9919,2
progress4,0.01,1,28,256,L2,1.0,1823.0,1353.0,470,5633.0,1353.0,5633,257,256,1.00390625,3018,454,0.1504307488402916,76,0,19.983693000000358,9919,2
progress8,0.01,1,28,256,L2,1.0,1938.0,1465.0,473,6671.0,1465.0,6671,322,256,1.2578125,3505,507,0.14465049928673324,70,0,20.478997999987314,9919,2
progress4_router,0.01,1,28,256,L2,1.0,2010.0,1608.0,402,6262.0,1401.0,6262,221,219,1.0091324200913243,3033,359,0.11836465545664358,77,27,21.17559200002006,9919,2
prefilter_exact,0.01,2,2,0,L2,1.0,9917.0,0.0,9917,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,1.9771149999883164,9917,2
postfilter_hnsw,0.01,2,2,500,L2,0.7,,,7,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,9917,2
postfilter_hnsw,0.01,2,2,1000,L2,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,9917,2
postfilter_hnsw,0.01,2,2,2000,L2,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,9917,2
postfilter_hnsw,0.01,2,2,4000,L2,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,9917,2
postfilter_hnsw,0.01,2,2,8000,L2,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,9917,2
postfilter_hnsw,0.01,2,2,16000,L2,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,9917,2
fixed_c1,0.01,2,2,32,L2,0.6,302.0,244.0,58,588.0,244.0,588,33,33,1.0,313,33,0.10543130990415335,0,0,2.5080739999907564,9917,2
fixed_c2,0.01,2,2,32,L2,0.8,471.0,406.0,65,1183.0,406.0,1183,64,32,2.0,604,39,0.06456953642384106,0,0,2.7171650000070713,9917,2
theory_c,0.01,2,2,32,L2,0.8,471.0,406.0,65,1183.0,406.0,1183,64,32,2.0,604,39,0.06456953642384106,0,0,2.573843000021725,9917,2
degree4,0.01,2,2,32,L2,0.6,302.0,244.0,58,588.0,244.0,588,33,33,1.0,313,33,0.10543130990415335,0,0,2.1983739999882346,9917,2
degree8,0.01,2,2,32,L2,0.5,346.0,286.0,60,733.0,286.0,733,42,32,1.3125,362,34,0.09392265193370165,0,0,2.2712830000273243,9917,2
progress4,0.01,2,2,32,L2,0.5,370.0,303.0,67,758.0,303.0,758,32,32,1.0,431,36,0.08352668213457076,19,0,3.3212710000043444,9917,2
progress8,0.01,2,2,32,L2,0.5,378.0,317.0,61,879.0,317.0,879,43,33,1.303030303030303,468,40,0.08547008547008547,13,0,3.042577000002211,9917,2
progress4_router,0.01,2,2,32,L2,0.5,436.0,373.0,63,915.0,321.0,915,30,30,1.0,438,34,0.0776255707762557,18,7,3.544793999992635,9917,2
fixed_c1,0.01,2,2,64,L2,0.9,503.0,391.0,112,1105.0,391.0,1105,64,64,1.0,578,68,0.11764705882352941,0,0,4.158164999978453,9917,2
fixed_c2,0.01,2,2,64,L2,0.8,748.0,631.0,117,2285.0,631.0,2285,128,64,2.0,1169,111,0.0949529512403764,0,0,4.856051000018624,9917,2
theory_c,0.01,2,2,64,L2,0.8,748.0,631.0,117,2285.0,631.0,2285,128,64,2.0,1169,111,0.0949529512403764,0,0,4.828037999999424,9917,2
degree4,0.01,2,2,64,L2,0.9,503.0,391.0,112,1105.0,391.0,1105,64,64,1.0,578,68,0.11764705882352941,0,0,4.125595999965981,9917,2
degree8,0.01,2,2,64,L2,0.8,584.0,466.0,118,1433.0,466.0,1433,83,64,1.296875,732,72,0.09836065573770492,0,0,4.368195999973068,9917,2
progress4,0.01,2,2,64,L2,0.8,575.0,457.0,118,1412.0,457.0,1412,64,64,1.0,792,84,0.10606060606060606,32,0,5.794133000023294,9917,2
progress8,0.01,2,2,64,L2,0.8,627.0,508.0,119,1696.0,508.0,1696,83,64,1.296875,913,85,0.09309967141292443,27,0,5.660906000002797,9917,2
progress4_router,0.01,2,2,64,L2,0.8,674.0,570.0,104,1645.0,478.0,1645,54,54,1.0,780,65,0.08333333333333333,30,13,6.3111009999943235,9917,2
fixed_c1,0.01,2,2,128,L2,1.0,841.0,625.0,216,2200.0,625.0,2200,128,128,1.0,1163,194,0.16680997420464316,0,0,7.888273000020263,9917,2
fixed_c2,0.01,2,2,128,L2,1.0,1104.0,883.0,221,4478.0,883.0,4478,256,128,2.0,2276,356,0.15641476274165203,0,0,8.964520999995784,9917,2
theory_c,0.01,2,2,128,L2,1.0,1104.0,883.0,221,4478.0,883.0,4478,256,128,2.0,2276,356,0.15641476274165203,0,0,8.972571999976253,9917,2
degree4,0.01,2,2,128,L2,1.0,841.0,625.0,216,2200.0,625.0,2200,128,128,1.0,1163,194,0.16680997420464316,0,0,7.810376999998425,9917,2
degree8,0.01,2,2,128,L2,1.0,906.0,689.0,217,2795.0,689.0,2795,164,128,1.28125,1452,245,0.16873278236914602,0,0,8.335358000010729,9917,2
progress4,0.01,2,2,128,L2,1.0,876.0,656.0,220,2529.0,656.0,2529,129,129,1.0,1384,223,0.1611271676300578,36,0,9.862545000004275,9917,2
progress8,0.01,2,2,128,L2,1.0,943.0,723.0,220,3109.0,723.0,3109,166,128,1.296875,1651,261,0.15808600847970927,31,0,9.97217699998032,9917,2
progress4_router,0.01,2,2,128,L2,1.0,947.0,758.0,189,2750.0,666.0,2750,109,109,1.0,1368,170,0.12426900584795321,35,13,10.51373100000319,9917,2
fixed_c1,0.01,2,2,256,L2,1.0,1555.0,1106.0,449,4654.0,1106.0,4654,256,256,1.0,2368,469,0.19805743243243243,0,0,15.582957999981772,9917,2
fixed_c2,0.01,2,2,256,L2,1.0,1927.0,1469.0,458,9345.0,1469.0,9345,512,256,2.0,4609,864,0.18745931872423519,0,0,17.922351999999364,9917,2
theory_c,0.01,2,2,256,L2,1.0,1927.0,1469.0,458,9345.0,1469.0,9345,512,256,2.0,4609,864,0.18745931872423519,0,0,18.103972000005797,9917,2
degree4,0.01,2,2,256,L2,1.0,1558.0,1109.0,449,4668.0,1109.0,4668,257,256,1.00390625,2374,469,0.1975568660488627,0,0,15.804521000006844,9917,2
degree8,0.01,2,2,256,L2,1.0,1668.0,1215.0,453,5928.0,1215.0,5928,331,257,1.2879377431906616,2980,593,0.19899328859060403,0,0,16.415921000003664,9917,2
progress4,0.01,2,2,256,L2,1.0,1595.0,1142.0,453,5117.0,1142.0,5117,257,256,1.00390625,2707,531,0.19615810860731436,54,0,18.14139499998646,9917,2
progress8,0.01,2,2,256,L2,1.0,1675.0,1222.0,453,6245.0,1222.0,6245,328,256,1.28125,3237,639,0.1974050046339203,45,0,18.77084699998477,9917,2
progress4_router,0.01,2,2,256,L2,1.0,1636.0,1223.0,413,5347.0,1116.0,5347,235,234,1.0042735042735043,2704,489,0.18084319526627218,52,14,19.038497999986248,9917,2
prefilter_exact,0.01,2,5,0,L2,1.0,9917.0,0.0,9917,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,1.8911520000131077,9917,2
postfilter_hnsw,0.01,2,5,500,L2,0.3,,,3,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,9917,2
postfilter_hnsw,0.01,2,5,1000,L2,0.8,,,8,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,9917,2
postfilter_hnsw,0.01,2,5,2000,L2,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,9917,2
postfilter_hnsw,0.01,2,5,4000,L2,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,9917,2
postfilter_hnsw,0.01,2,5,8000,L2,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,9917,2
postfilter_hnsw,0.01,2,5,16000,L2,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,9917,2
fixed_c1,0.01,2,5,32,L2,0.3,328.0,273.0,55,734.0,273.0,734,34,34,1.0,324,32,0.09876543209876543,0,0,2.6158469999870704,9917,2
fixed_c2,0.01,2,5,32,L2,0.4,570.0,519.0,51,1556.0,519.0,1556,70,35,2.0,638,33,0.05172413793103448,0,0,2.8684749999854375,9917,2
theory_c,0.01,2,5,32,L2,0.4,570.0,519.0,51,1556.0,519.0,1556,70,35,2.0,638,33,0.05172413793103448,0,0,2.8230560000110927,9917,2
degree4,0.01,2,5,32,L2,0.3,337.0,289.0,48,775.0,289.0,775,37,35,1.0571428571428572,342,31,0.09064327485380116,0,0,2.3987419999969006,9917,2
degree8,0.01,2,5,32,L2,0.3,381.0,335.0,46,930.0,335.0,930,43,35,1.2285714285714286,409,30,0.07334963325183375,0,0,2.4204039999915494,9917,2
progress4,0.01,2,5,32,L2,0.3,411.0,356.0,55,948.0,356.0,948,37,36,1.0277777777777777,453,32,0.0706401766004415,18,0,3.4079130000179703,9917,2
