method,selectivity,mask_seed,query,parameter,level_name,recall,distance_computations,portal_computations,payload_computations,adjacency_reads,visited_cells,summary_checks_query,copy_lists_read,expanded_active_cells,avg_copies_per_expansion,active_edges_exposed,improving_edges,progress_fraction,geo_fallbacks,router_fallbacks,latency_ms,valid_count,theory_copies
fixed_c1,0.001,0,6,128,L3,1.0,521.0,312.0,209,2381.0,312.0,2381,128,128,1.0,851,196,0.23031727379553465,0,0,7.197217999987515,1040,2
fixed_c2,0.001,0,6,128,L3,1.0,548.0,340.0,208,4865.0,340.0,4865,256,128,2.0,1737,414,0.23834196891191708,0,0,7.684386999983417,1040,2
theory_c,0.001,0,6,128,L3,1.0,548.0,340.0,208,4865.0,340.0,4865,256,128,2.0,1737,414,0.23834196891191708,0,0,7.540081000030341,1040,2
degree4,0.001,0,6,128,L3,1.0,527.0,319.0,208,2541.0,319.0,2541,137,129,1.062015503875969,910,205,0.22527472527472528,0,0,8.130695000005517,1040,2
degree8,0.001,0,6,128,L3,1.0,546.0,338.0,208,4155.0,338.0,4155,221,128,1.7265625,1481,342,0.23092505064145846,0,0,7.558089000013979,1040,2
progress4,0.001,0,6,128,L3,1.0,527.0,319.0,208,2821.0,319.0,2821,136,128,1.0625,1089,258,0.2369146005509642,37,0,8.571686000010459,1040,2
progress8,0.001,0,6,128,L3,1.0,546.0,338.0,208,4355.0,338.0,4355,221,128,1.7265625,1613,373,0.23124612523248606,25,0,8.596424000018033,1040,2
progress4_router,0.001,0,6,128,L3,1.0,606.0,419.0,187,2983.0,334.0,2983,119,112,1.0625,1091,217,0.19890009165902842,37,9,8.904573999984677,1040,2
fixed_c1,0.001,0,6,256,L3,1.0,738.0,346.0,392,4412.0,346.0,4412,256,256,1.0,1604,625,0.38965087281795513,0,0,11.287081000006083,1040,2
fixed_c2,0.001,0,6,256,L3,1.0,744.0,350.0,394,8955.0,350.0,8955,512,256,2.0,3246,1277,0.39340727048675295,0,0,11.864827000010791,1040,2
theory_c,0.001,0,6,256,L3,1.0,744.0,350.0,394,8955.0,350.0,8955,512,256,2.0,3246,1277,0.39340727048675295,0,0,11.827109999984486,1040,2
degree4,0.001,0,6,256,L3,1.0,740.0,348.0,392,4805.0,348.0,4805,280,256,1.09375,1750,683,0.3902857142857143,0,0,11.321033000029956,1040,2
degree8,0.001,0,6,256,L3,1.0,746.0,352.0,394,7858.0,352.0,7858,454,256,1.7734375,2871,1130,0.39359108324625564,0,0,11.54234500000939,1040,2
progress4,0.001,0,6,256,L3,1.0,740.0,348.0,392,5109.0,348.0,5109,280,256,1.09375,1940,741,0.3819587628865979,38,0,13.07854400002384,1040,2
progress8,0.001,0,6,256,L3,1.0,746.0,352.0,394,8058.0,352.0,8058,454,256,1.7734375,3003,1161,0.3866133866133866,25,0,13.283420999954387,1040,2
progress4_router,0.001,0,6,256,L3,1.0,823.0,451.0,372,5283.0,366.0,5283,260,239,1.0878661087866108,1965,662,0.33689567430025447,38,9,13.778834000021334,1040,2
prefilter_exact,0.001,0,9,0,L3,1.0,1040.0,0.0,1040,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.1657480000005762,1040,2
postfilter_hnsw,0.001,0,9,500,L3,0.0,,,0,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
postfilter_hnsw,0.001,0,9,1000,L3,0.0,,,0,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
postfilter_hnsw,0.001,0,9,2000,L3,0.1,,,1,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
postfilter_hnsw,0.001,0,9,4000,L3,0.2,,,2,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
postfilter_hnsw,0.001,0,9,8000,L3,0.4,,,4,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
postfilter_hnsw,0.001,0,9,16000,L3,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
fixed_c1,0.001,0,9,32,L3,0.7,235.0,182.0,53,674.0,182.0,674,37,37,1.0,280,36,0.12857142857142856,0,0,2.625682000029883,1040,2
fixed_c2,0.001,0,9,32,L3,1.0,303.0,248.0,55,1193.0,248.0,1193,66,33,2.0,484,42,0.08677685950413223,0,0,2.549348000002283,1040,2
theory_c,0.001,0,9,32,L3,1.0,303.0,248.0,55,1193.0,248.0,1193,66,33,2.0,484,42,0.08677685950413223,0,0,2.4999839999964024,1040,2
degree4,0.001,0,9,32,L3,0.7,235.0,182.0,53,674.0,182.0,674,37,37,1.0,280,36,0.12857142857142856,0,0,2.3881249999817555,1040,2
degree8,0.001,0,9,32,L3,1.0,289.0,234.0,55,1025.0,234.0,1025,57,34,1.6764705882352942,407,39,0.09582309582309582,0,0,2.46029400000225,1040,2
progress4,0.001,0,9,32,L3,0.8,236.0,181.0,55,759.0,181.0,759,35,33,1.0606060606060606,324,46,0.1419753086419753,18,0,2.95031800001766,1040,2
progress8,0.001,0,9,32,L3,0.8,294.0,239.0,55,1077.0,239.0,1077,55,33,1.6666666666666667,455,48,0.1054945054945055,14,0,3.0574580000291007,1040,2
progress4_router,0.001,0,9,32,L3,0.7,256.0,204.0,52,809.0,190.0,809,34,32,1.0625,329,43,0.13069908814589665,18,2,3.1702470000141147,1040,2
fixed_c1,0.001,0,9,64,L3,0.8,365.0,249.0,116,1149.0,249.0,1149,64,64,1.0,467,72,0.15417558886509636,0,0,4.049043000009078,1040,2
fixed_c2,0.001,0,9,64,L3,1.0,422.0,312.0,110,2387.0,312.0,2387,130,65,2.0,942,121,0.12845010615711253,0,0,4.535322000009501,1040,2
theory_c,0.001,0,9,64,L3,1.0,422.0,312.0,110,2387.0,312.0,2387,130,65,2.0,942,121,0.12845010615711253,0,0,4.5094729999846095,1040,2
degree4,0.001,0,9,64,L3,0.8,365.0,249.0,116,1149.0,249.0,1149,64,64,1.0,467,72,0.15417558886509636,0,0,4.0282930000046235,1040,2
degree8,0.001,0,9,64,L3,1.0,408.0,298.0,110,1922.0,298.0,1922,105,65,1.6153846153846154,756,102,0.1349206349206349,0,0,4.446118000004162,1040,2
progress4,0.001,0,9,64,L3,0.9,375.0,264.0,111,1437.0,264.0,1437,68,65,1.0461538461538462,606,96,0.15841584158415842,26,0,5.243061000015814,1040,2
progress8,0.001,0,9,64,L3,1.0,408.0,298.0,110,2066.0,298.0,2066,105,65,1.6153846153846154,846,125,0.14775413711583923,18,0,5.297243000001117,1040,2
progress4_router,0.001,0,9,64,L3,0.8,388.0,288.0,100,1504.0,265.0,1504,63,60,1.05,611,91,0.14893617021276595,25,3,5.3173020000087945,1040,2
fixed_c1,0.001,0,9,128,L3,1.0,529.0,310.0,219,2289.0,310.0,2289,128,128,1.0,905,229,0.25303867403314917,0,0,6.95053800001233,1040,2
fixed_c2,0.001,0,9,128,L3,1.0,557.0,337.0,220,4608.0,337.0,4608,256,128,2.0,1805,430,0.23822714681440443,0,0,7.198008000017353,1040,2
theory_c,0.001,0,9,128,L3,1.0,557.0,337.0,220,4608.0,337.0,4608,256,128,2.0,1805,430,0.23822714681440443,0,0,7.200643000032869,1040,2
degree4,0.001,0,9,128,L3,1.0,530.0,311.0,219,2374.0,311.0,2374,133,128,1.0390625,936,237,0.2532051282051282,0,0,7.045271000009734,1040,2
degree8,0.001,0,9,128,L3,1.0,550.0,330.0,220,3771.0,330.0,3771,212,128,1.65625,1470,354,0.24081632653061225,0,0,7.325248000000784,1040,2
progress4,0.001,0,9,128,L3,1.0,532.0,313.0,219,2621.0,313.0,2621,136,128,1.0625,1072,270,0.251865671641791,28,0,8.167450000001963,1040,2
progress8,0.001,0,9,128,L3,1.0,550.0,330.0,220,3915.0,330.0,3915,212,128,1.65625,1560,377,0.24166666666666667,18,0,8.479178000015963,1040,2
progress4_router,0.001,0,9,128,L3,1.0,564.0,359.0,205,2719.0,322.0,2719,125,118,1.0593220338983051,1072,225,0.20988805970149255,28,5,8.636103000014828,1040,2
fixed_c1,0.001,0,9,256,L3,1.0,760.0,354.0,406,4449.0,354.0,4449,256,256,1.0,1697,680,0.4007071302298173,0,0,11.319028999992042,1040,2
fixed_c2,0.001,0,9,256,L3,1.0,767.0,360.0,407,8930.0,360.0,8930,512,256,2.0,3443,1389,0.4034272436828347,0,0,12.222963999988679,1040,2
theory_c,0.001,0,9,256,L3,1.0,767.0,360.0,407,8930.0,360.0,8930,512,256,2.0,3443,1389,0.4034272436828347,0,0,12.068001000017148,1040,2
degree4,0.001,0,9,256,L3,1.0,763.0,356.0,407,4756.0,356.0,4756,276,256,1.078125,1816,738,0.4063876651982379,0,0,11.449606000041967,1040,2
degree8,0.001,0,9,256,L3,1.0,767.0,360.0,407,7485.0,360.0,7485,433,256,1.69140625,2869,1175,0.4095503659811781,0,0,12.167491000013797,1040,2
progress4,0.001,0,9,256,L3,1.0,763.0,356.0,407,4988.0,356.0,4988,276,256,1.078125,1964,780,0.3971486761710794,29,0,13.362198999999464,1040,2
progress8,0.001,0,9,256,L3,1.0,767.0,360.0,407,7629.0,360.0,7629,433,256,1.69140625,2959,1198,0.4048665089557283,18,0,13.406835999973055,1040,2
progress4_router,0.001,0,9,256,L3,1.0,797.0,403.0,394,5114.0,366.0,5114,265,245,1.0816326530612246,1980,735,0.3712121212121212,29,5,13.852643000035414,1040,2
prefilter_exact,0.001,0,12,0,L3,1.0,1040.0,0.0,1040,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.1919080000050144,1040,2
postfilter_hnsw,0.001,0,12,500,L3,0.1,,,1,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
postfilter_hnsw,0.001,0,12,1000,L3,0.1,,,1,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
postfilter_hnsw,0.001,0,12,2000,L3,0.2,,,2,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
postfilter_hnsw,0.001,0,12,4000,L3,0.4,,,4,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
postfilter_hnsw,0.001,0,12,8000,L3,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
postfilter_hnsw,0.001,0,12,16000,L3,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
fixed_c1,0.001,0,12,32,L3,0.6,219.0,159.0,60,626.0,159.0,626,34,34,1.0,232,33,0.14224137931034483,0,0,2.356758999980002,1040,2
fixed_c2,0.001,0,12,32,L3,0.6,290.0,229.0,61,1228.0,229.0,1228,64,32,2.0,430,36,0.08372093023255814,0,0,2.5090170000225953,1040,2
theory_c,0.001,0,12,32,L3,0.6,290.0,229.0,61,1228.0,229.0,1228,64,32,2.0,430,36,0.08372093023255814,0,0,2.488237000022764,1040,2
degree4,0.001,0,12,32,L3,0.6,229.0,171.0,58,688.0,171.0,688,38,37,1.027027027027027,255,37,0.1450980392156863,0,0,2.4958870000091338,1040,2
degree8,0.001,0,12,32,L3,0.7,288.0,227.0,61,1188.0,227.0,1188,62,34,1.8235294117647058,410,34,0.08292682926829269,0,0,2.545642999990605,1040,2
progress4,0.001,0,12,32,L3,0.8,244.0,181.0,63,783.0,181.0,783,32,32,1.0,317,51,0.1608832807570978,22,0,3.0513699999801247,1040,2
progress8,0.001,0,12,32,L3,0.8,288.0,225.0,63,1209.0,225.0,1209,58,32,1.8125,438,46,0.1050228310502283,12,0,2.9235869999979514,1040,2
progress4_router,0.001,0,12,32,L3,0.8,278.0,222.0,56,864.0,186.0,864,29,29,1.0,323,48,0.14860681114551083,21,4,3.23562600001992,1040,2
fixed_c1,0.001,0,12,64,L3,0.8,334.0,223.0,111,1160.0,223.0,1160,64,64,1.0,413,80,0.1937046004842615,0,0,4.1436749999661515,1040,2
fixed_c2,0.001,0,12,64,L3,0.8,403.0,296.0,107,2428.0,296.0,2428,128,64,2.0,851,126,0.14806110458284372,0,0,4.557544000022062,1040,2
theory_c,0.001,0,12,64,L3,0.8,403.0,296.0,107,2428.0,296.0,2428,128,64,2.0,851,126,0.14806110458284372,0,0,4.500359999980219,1040,2
degree4,0.001,0,12,64,L3,0.7,344.0,233.0,111,1197.0,233.0,1197,66,64,1.03125,432,84,0.19444444444444445,0,0,3.986980000007634,1040,2
degree8,0.001,0,12,64,L3,0.8,398.0,291.0,107,2170.0,291.0,2170,116,64,1.8125,753,108,0.14342629482071714,0,0,4.420990999989272,1040,2
progress4,0.001,0,12,64,L3,0.8,355.0,242.0,113,1443.0,242.0,1443,68,64,1.0625,556,129,0.23201438848920863,26,0,5.0152599999933045,1040,2
progress8,0.001,0,12,64,L3,0.8,399.0,292.0,107,2314.0,292.0,2314,116,64,1.8125,835,136,0.162874251497006,18,0,5.077092999982824,1040,2
progress4_router,0.001,0,12,64,L3,0.8,376.0,281.0,95,1505.0,245.0,1505,59,56,1.0535714285714286,561,106,0.1889483065953654,26,4,5.190213000020094,1040,2
fixed_c1,0.001,0,12,128,L3,1.0,515.0,309.0,206,2316.0,309.0,2316,128,128,1.0,814,193,0.2371007371007371,0,0,7.035605999988093,1040,2
fixed_c2,0.001,0,12,128,L3,1.0,541.0,332.0,209,4692.0,332.0,4692,256,128,2.0,1648,390,0.2366504854368932,0,0,7.579870999990135,1040,2
theory_c,0.001,0,12,128,L3,1.0,541.0,332.0,209,4692.0,332.0,4692,256,128,2.0,1648,390,0.2366504854368932,0,0,7.5864499999909185,1040,2
degree4,0.001,0,12,128,L3,1.0,522.0,314.0,208,2477.0,314.0,2477,137,128,1.0703125,878,206,0.23462414578587698,0,0,7.061946000021635,1040,2
degree8,0.001,0,12,128,L3,1.0,538.0,329.0,209,4130.0,329.0,4130,229,128,1.7890625,1453,335,0.23055746730901583,0,0,7.442395999987639,1040,2
progress4,0.001,0,12,128,L3,1.0,522.0,313.0,209,2787.0,313.0,2787,139,128,1.0859375,1036,274,0.2644787644787645,36,0,8.462303000015936,1040,2
progress8,0.001,0,12,128,L3,1.0,538.0,329.0,209,4282.0,329.0,4282,229,128,1.7890625,1538,363,0.23602080624187255,19,0,8.32893300000137,1040,2
progress4_router,0.001,0,12,128,L3,1.0,569.0,376.0,193,2878.0,320.0,2878,126,116,1.0862068965517242,1028,232,0.22568093385214008,35,6,8.979586000009476,1040,2
fixed_c1,0.001,0,12,256,L3,1.0,730.0,344.0,386,4392.0,344.0,4392,256,256,1.0,1586,629,0.39659520807061793,0,0,11.308514000006653,1040,2
fixed_c2,0.001,0,12,256,L3,1.0,735.0,349.0,386,8905.0,349.0,8905,512,256,2.0,3199,1269,0.39668646452016254,0,0,12.39631300001065,1040,2
theory_c,0.001,0,12,256,L3,1.0,735.0,349.0,386,8905.0,349.0,8905,512,256,2.0,3199,1269,0.39668646452016254,0,0,12.282573000021557,1040,2
degree4,0.001,0,12,256,L3,1.0,731.0,345.0,386,4823.0,345.0,4823,283,256,1.10546875,1752,706,0.4029680365296804,0,0,11.368273999977418,1040,2
degree8,0.001,0,12,256,L3,1.0,734.0,348.0,386,7905.0,348.0,7905,460,256,1.796875,2862,1140,0.39832285115303984,0,0,11.848001999993585,1040,2
progress4,0.001,0,12,256,L3,1.0,731.0,345.0,386,5127.0,345.0,5127,283,256,1.10546875,1920,779,0.40572916666666664,38,0,13.313917000004949,1040,2
progress8,0.001,0,12,256,L3,1.0,734.0,348.0,386,8057.0,348.0,8057,460,256,1.796875,2947,1168,0.3963352561927384,19,0,13.011143999989372,1040,2
progress4_router,0.001,0,12,256,L3,1.0,781.0,412.0,369,5259.0,356.0,5259,270,245,1.1020408163265305,1938,728,0.37564499484004127,38,6,13.873775999996951,1040,2
prefilter_exact,0.001,0,15,0,L3,1.0,1040.0,0.0,1040,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.19150699998249365,1040,2
postfilter_hnsw,0.001,0,15,500,L3,0.0,,,0,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
postfilter_hnsw,0.001,0,15,1000,L3,0.2,,,2,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
postfilter_hnsw,0.001,0,15,2000,L3,0.2,,,2,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
postfilter_hnsw,0.001,0,15,4000,L3,0.4,,,4,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
postfilter_hnsw,0.001,0,15,8000,L3,0.8,,,8,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
postfilter_hnsw,0.001,0,15,16000,L3,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
fixed_c1,0.001,0,15,32,L3,0.7,232.0,175.0,57,595.0,175.0,595,33,33,1.0,250,33,0.132,0,0,2.3475539999822104,1040,2
fixed_c2,0.001,0,15,32,L3,1.0,290.0,237.0,53,1190.0,237.0,1190,66,33,2.0,485,46,0.09484536082474226,0,0,2.5373889999968924,1040,2
theory_c,0.001,0,15,32,L3,1.0,290.0,237.0,53,1190.0,237.0,1190,66,33,2.0,485,46,0.09484536082474226,0,0,2.533905000007053,1040,2
degree4,0.001,0,15,32,L3,0.7,232.0,175.0,57,595.0,175.0,595,33,33,1.0,250,33,0.132,0,0,2.153104000001349,1040,2
degree8,0.001,0,15,32,L3,0.8,259.0,208.0,51,836.0,208.0,836,46,32,1.4375,348,34,0.09770114942528736,0,0,2.2533639999835486,1040,2
progress4,0.001,0,15,32,L3,1.0,233.0,177.0,56,718.0,177.0,718,33,32,1.03125,314,50,0.1592356687898089,16,0,2.8082860000040455,1040,2
progress8,0.001,0,15,32,L3,1.0,287.0,231.0,56,1095.0,231.0,1095,54,34,1.588235294117647,465,59,0.12688172043010754,17,0,3.145912000007911,1040,2
progress4_router,0.001,0,15,32,L3,1.0,262.0,211.0,51,836.0,189.0,836,32,31,1.032258064516129,336,48,0.14285714285714285,16,4,3.202756000007412,1040,2
fixed_c1,0.001,0,15,64,L3,1.0,359.0,244.0,115,1138.0,244.0,1138,64,64,1.0,463,71,0.15334773218142547,0,0,4.077735999999277,1040,2
fixed_c2,0.001,0,15,64,L3,1.0,410.0,296.0,114,2294.0,296.0,2294,128,64,2.0,936,127,0.13568376068376067,0,0,4.434199999991506,1040,2
theory_c,0.001,0,15,64,L3,1.0,410.0,296.0,114,2294.0,296.0,2294,128,64,2.0,936,127,0.13568376068376067,0,0,4.441842000005636,1040,2
degree4,0.001,0,15,64,L3,1.0,361.0,246.0,115,1175.0,246.0,1175,66,65,1.0153846153846153,480,77,0.16041666666666668,0,0,4.137626000016326,1040,2
degree8,0.001,0,15,64,L3,1.0,397.0,280.0,117,1791.0,280.0,1791,102,64,1.59375,732,111,0.15163934426229508,0,0,4.2159130000243294,1040,2
progress4,0.001,0,15,64,L3,1.0,362.0,246.0,116,1321.0,246.0,1321,66,64,1.03125,571,107,0.18739054290718038,19,0,4.783753999987539,1040,2
progress8,0.001,0,15,64,L3,1.0,397.0,280.0,117,1927.0,280.0,1927,102,64,1.59375,814,139,0.17076167076167076,17,0,5.099075999993374,1040,2
progress4_router,0.001,0,15,64,L3,1.0,378.0,278.0,100,1389.0,247.0,1389,58,56,1.0357142857142858,562,93,0.16548042704626334,18,5,5.032254999974839,1040,2
fixed_c1,0.001,0,15,128,L3,1.0,520.0,306.0,214,2222.0,306.0,2222,128,128,1.0,868,217,0.25,0,0,7.163687999991453,1040,2
fixed_c2,0.001,0,15,128,L3,1.0,544.0,330.0,214,4472.0,330.0,4472,256,128,2.0,1776,448,0.25225225225225223,0,0,7.359331000003522,1040,2
theory_c,0.001,0,15,128,L3,1.0,544.0,330.0,214,4472.0,330.0,4472,256,128,2.0,1776,448,0.25225225225225223,0,0,7.317098000015676,1040,2
degree4,0.001,0,15,128,L3,1.0,523.0,309.0,214,2348.0,309.0,2348,136,128,1.0625,926,239,0.2580993520518359,0,0,7.298618000021406,1040,2
degree8,0.001,0,15,128,L3,1.0,539.0,325.0,214,3730.0,325.0,3730,215,128,1.6796875,1468,396,0.26975476839237056,0,0,7.309496000004856,1040,2
progress4,0.001,0,15,128,L3,1.0,525.0,311.0,214,2592.0,311.0,2592,138,128,1.078125,1061,288,0.2714420358152686,27,0,8.093739999992522,1040,2
progress8,0.001,0,15,128,L3,1.0,539.0,325.0,214,3874.0,325.0,3874,215,128,1.6796875,1556,427,0.2744215938303342,18,0,8.254681000011033,1040,2
progress4_router,0.001,0,15,128,L3,1.0,556.0,358.0,198,2688.0,318.0,2688,126,117,1.0769230769230769,1073,249,0.2320596458527493,27,6,8.553337999984478,1040,2
fixed_c1,0.001,0,15,256,L3,1.0,758.0,352.0,406,4417.0,352.0,4417,256,256,1.0,1666,685,0.41116446578631455,0,0,11.387162000005446,1040,2
fixed_c2,0.001,0,15,256,L3,1.0,767.0,360.0,407,8908.0,360.0,8908,512,256,2.0,3399,1398,0.411297440423654,0,0,12.478407000003244,1040,2
theory_c,0.001,0,15,256,L3,1.0,767.0,360.0,407,8908.0,360.0,8908,512,256,2.0,3399,1398,0.411297440423654,0,0,12.338417000023583,1040,2
degree4,0.001,0,15,256,L3,1.0,761.0,354.0,407,4828.0,354.0,4828,282,256,1.1015625,1811,761,0.4202098288238542,0,0,11.541934000007359,1040,2
degree8,0.001,0,15,256,L3,1.0,766.0,359.0,407,7568.0,359.0,7568,439,256,1.71484375,2858,1224,0.4282715185444367,0,0,12.103964999994332,1040,2
progress4,0.001,0,15,256,L3,1.0,761.0,354.0,407,5044.0,354.0,5044,282,256,1.1015625,1945,812,0.4174807197943445,27,0,12.903050999995003,1040,2
progress8,0.001,0,15,256,L3,1.0,766.0,359.0,407,7712.0,359.0,7712,439,256,1.71484375,2946,1255,0.4260013577732519,18,0,13.41664100002049,1040,2
progress4_router,0.001,0,15,256,L3,1.0,789.0,401.0,388,5112.0,361.0,5112,269,245,1.0979591836734695,1952,765,0.39190573770491804,27,6,13.60917899998526,1040,2
prefilter_exact,0.001,0,18,0,L3,1.0,1040.0,0.0,1040,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.19459099999608043,1040,2
postfilter_hnsw,0.001,0,18,500,L3,0.2,,,2,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
postfilter_hnsw,0.001,0,18,1000,L3,0.2,,,2,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
postfilter_hnsw,0.001,0,18,2000,L3,0.5,,,5,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
postfilter_hnsw,0.001,0,18,4000,L3,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
postfilter_hnsw,0.001,0,18,8000,L3,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
postfilter_hnsw,0.001,0,18,16000,L3,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
fixed_c1,0.001,0,18,32,L3,0.7,230.0,155.0,75,607.0,155.0,607,32,32,1.0,234,28,0.11965811965811966,0,0,2.2164189999784867,1040,2
fixed_c2,0.001,0,18,32,L3,0.9,299.0,234.0,65,1239.0,234.0,1239,66,33,2.0,462,47,0.10173160173160173,0,0,2.5383610000062617,1040,2
theory_c,0.001,0,18,32,L3,0.9,299.0,234.0,65,1239.0,234.0,1239,66,33,2.0,462,47,0.10173160173160173,0,0,2.515085999988287,1040,2
degree4,0.001,0,18,32,L3,0.7,230.0,155.0,75,623.0,155.0,623,33,32,1.03125,238,28,0.11764705882352941,0,0,2.257742000011831,1040,2
degree8,0.001,0,18,32,L3,0.8,270.0,205.0,65,976.0,205.0,976,52,33,1.5757575757575757,358,35,0.09776536312849161,0,0,2.4094380000008186,1040,2
progress4,0.001,0,18,32,L3,0.9,230.0,165.0,65,761.0,165.0,761,33,32,1.03125,344,49,0.14244186046511628,18,0,2.760262999998986,1040,2
progress8,0.001,0,18,32,L3,0.9,273.0,208.0,65,1076.0,208.0,1076,52,32,1.625,438,50,0.1141552511415525,15,0,2.8756059999750505,1040,2
progress4_router,0.001,0,18,32,L3,0.9,268.0,204.0,64,816.0,169.0,816,32,31,1.032258064516129,335,47,0.14029850746268657,17,4,3.0231169999694885,1040,2
fixed_c1,0.001,0,18,64,L3,0.9,354.0,230.0,124,1183.0,230.0,1183,64,64,1.0,448,83,0.18526785714285715,0,0,3.9524590000041826,1040,2
fixed_c2,0.001,0,18,64,L3,1.0,421.0,297.0,124,2344.0,297.0,2344,128,64,2.0,851,124,0.14571092831962398,0,0,4.703244000012319,1040,2
theory_c,0.001,0,18,64,L3,1.0,421.0,297.0,124,2344.0,297.0,2344,128,64,2.0,851,124,0.14571092831962398,0,0,4.6400390000087555,1040,2
degree4,0.001,0,18,64,L3,0.9,354.0,230.0,124,1199.0,230.0,1199,65,64,1.015625,452,83,0.1836283185840708,0,0,3.98959400001786,1040,2
degree8,0.001,0,18,64,L3,1.0,401.0,277.0,124,1948.0,277.0,1948,107,64,1.671875,701,106,0.15121255349500715,0,0,4.38070900000298,1040,2
progress4,0.001,0,18,64,L3,1.0,364.0,236.0,128,1395.0,236.0,1395,66,64,1.03125,592,112,0.1891891891891892,23,0,4.932134999990012,1040,2
progress8,0.001,0,18,64,L3,1.0,402.0,278.0,124,2092.0,278.0,2092,107,64,1.671875,805,131,0.16273291925465838,18,0,5.096601999980521,1040,2
progress4_router,0.001,0,18,64,L3,1.0,385.0,268.0,117,1437.0,233.0,1437,60,58,1.0344827586206897,572,101,0.17657342657342656,23,4,5.209831999991366,1040,2
fixed_c1,0.001,0,18,128,L3,1.0,521.0,305.0,216,2272.0,305.0,2272,128,128,1.0,851,224,0.26321974148061106,0,0,7.2477630000093995,1040,2
fixed_c2,0.001,0,18,128,L3,1.0,560.0,346.0,214,4565.0,346.0,4565,256,128,2.0,1693,412,0.24335499113998818,0,0,7.718218000007937,1040,2
theory_c,0.001,0,18,128,L3,1.0,560.0,346.0,214,4565.0,346.0,4565,256,128,2.0,1693,412,0.24335499113998818,0,0,7.729775000029804,1040,2
degree4,0.001,0,18,128,L3,1.0,524.0,308.0,216,2371.0,308.0,2371,134,128,1.046875,878,229,0.2608200455580866,0,0,7.257118000012497,1040,2
degree8,0.001,0,18,128,L3,1.0,550.0,336.0,214,3897.0,336.0,3897,220,128,1.71875,1432,365,0.25488826815642457,0,0,7.646530000016583,1040,2
progress4,0.001,0,18,128,L3,1.0,526.0,310.0,216,2587.0,310.0,2587,134,128,1.046875,1039,277,0.2666025024061598,27,0,8.39543200001458,1040,2
progress8,0.001,0,18,128,L3,1.0,550.0,336.0,214,4041.0,336.0,4041,220,128,1.71875,1536,390,0.25390625,18,0,8.491816000002927,1040,2
progress4_router,0.001,0,18,128,L3,1.0,558.0,353.0,205,2641.0,313.0,2641,125,119,1.050420168067227,1029,246,0.239067055393586,26,5,8.790244000010716,1040,2
fixed_c1,0.001,0,18,256,L3,1.0,750.0,357.0,393,4435.0,357.0,4435,256,256,1.0,1632,647,0.39644607843137253,0,0,11.593890999989753,1040,2
fixed_c2,0.001,0,18,256,L3,1.0,759.0,366.0,393,8942.0,366.0,8942,512,256,2.0,3313,1306,0.39420464835496527,0,0,12.528130000021065,1040,2
theory_c,0.001,0,18,256,L3,1.0,759.0,366.0,393,8942.0,366.0,8942,512,256,2.0,3313,1306,0.39420464835496527,0,0,12.464416000000256,1040,2
degree4,0.001,0,18,256,L3,1.0,751.0,358.0,393,4744.0,358.0,4744,275,256,1.07421875,1730,695,0.40173410404624277,0,0,12.004786999995076,1040,2
degree8,0.001,0,18,256,L3,1.0,759.0,366.0,393,7763.0,366.0,7763,448,256,1.75,2852,1142,0.40042075736325383,0,0,12.385077000033107,1040,2
