method,selectivity,parameter,level_name,recall,recall_p10,distance_computations,portal_computations,payload_computations,adjacency_reads,visited_cells,summary_checks_query,copy_lists_read,expanded_active_cells,avg_copies_per_expansion,active_edges_exposed,improving_edges,progress_fraction,geo_fallbacks,router_fallbacks,latency_ms,valid_count,theory_copies
prefilter_exact,0.003,0,L3,1.0,1.0,2895.3333333333335,0.0,2895.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.478630066667544,2895.3333333333335,1.0
progress4,0.003,32,L3,0.7866666666666667,0.6,393.1666666666667,286.3666666666667,106.8,711.5666666666667,286.3666666666667,711.5666666666667,32.3,32.3,1.0,507.0,49.96666666666667,0.09965797802350689,17.433333333333334,0.0,3.009477299995448,2895.3333333333335,1.0
progress4,0.003,64,L3,0.9299999999999999,0.8,611.6,412.8666666666667,198.73333333333332,1334.8666666666666,412.8666666666667,1334.8666666666666,64.2,64.2,1.0,933.1,117.1,0.1263830336788885,24.3,0.0,5.278515866663724,2895.3333333333335,1.0
progress4,0.003,128,L3,0.9866666666666667,0.9,894.2333333333333,531.1,363.1333333333333,2507.1666666666665,531.1,2507.1666666666665,128.13333333333333,128.1,1.0002604166666667,1713.3666666666666,302.43333333333334,0.17705568440662228,29.233333333333334,0.0,9.03556779999993,2895.3333333333335,1.0
progress4,0.003,256,L3,0.9966666666666666,1.0,1274.4,608.6,665.8,4754.2,608.6,4754.2,256.26666666666665,256.03333333333336,1.0009114583333334,3190.4666666666667,860.1666666666666,0.26984591878229847,31.433333333333334,0.0,14.496710666666482,2895.3333333333335,1.0
progress4_router,0.003,32,L3,0.7866666666666667,0.6,413.8666666666667,309.8666666666667,104.0,782.8666666666667,293.46666666666664,782.8666666666667,31.033333333333335,31.033333333333335,1.0,503.0,47.5,0.0955092379531635,17.166666666666668,4.366666666666666,3.275854000002217,2895.3333333333335,1.0
progress4_router,0.003,64,L3,0.9166666666666666,0.8,632.0,440.43333333333334,191.56666666666666,1420.8666666666666,420.1666666666667,1420.8666666666666,61.43333333333333,61.43333333333333,1.0,929.0,110.76666666666667,0.12004267972626823,23.866666666666667,5.133333333333334,5.654870400001262,2895.3333333333335,1.0
progress4_router,0.003,128,L3,0.9866666666666667,0.9,912.0,561.9,350.1,2601.2,539.8,2601.2,122.2,122.13333333333334,1.0005583590318663,1711.7666666666667,283.7,0.16626086396284787,29.266666666666666,5.6,9.620205633331125,2895.3333333333335,1.0
progress4_router,0.003,256,L3,0.9966666666666666,1.0,1283.1666666666667,640.2666666666667,642.9,4855.533333333334,617.6333333333333,4855.533333333334,246.9,246.66666666666666,1.0009454082445033,3194.366666666667,811.1666666666666,0.25411325728832107,31.366666666666667,5.733333333333333,15.315959499995794,2895.3333333333335,1.0
progress8,0.003,32,L3,0.7799999999999999,0.6,402.23333333333335,296.1,106.13333333333334,751.2666666666667,296.1,751.2666666666667,34.666666666666664,32.233333333333334,1.0758541295306001,530.9333333333333,49.9,0.09476174555967273,16.866666666666667,0.0,3.0042650333342635,2895.3333333333335,1.0
progress8,0.003,64,L3,0.9299999999999999,0.8,620.8333333333334,422.1666666666667,198.66666666666666,1407.8,422.1666666666667,1407.8,69.1,64.2,1.0764427933177931,978.6666666666666,119.46666666666667,0.12270317530493352,22.9,0.0,5.254439533334221,2895.3333333333335,1.0
progress8,0.003,128,L3,0.9866666666666667,0.9,900.3,537.0666666666667,363.23333333333335,2651.3333333333335,537.0666666666667,2651.3333333333335,137.63333333333333,128.1,1.0744128900814947,1803.7,316.3666666666667,0.17580838921555073,27.233333333333334,0.0,9.136168200001293,2895.3333333333335,1.0
progress8,0.003,256,L3,0.9966666666666666,1.0,1277.2,611.4333333333333,665.7666666666667,5094.433333333333,611.4333333333333,5094.433333333333,278.1333333333333,256.03333333333336,1.086316978761349,3407.7,926.5333333333333,0.27203910964999417,28.766666666666666,0.0,14.541956199998177,2895.3333333333335,1.0
theory_c,0.003,32,L3,0.6566666666666666,0.4,380.56666666666666,278.43333333333334,102.13333333333334,615.4,278.43333333333334,615.4,34.6,34.6,1.0,419.2,36.266666666666666,0.08707568144247078,0.0,0.0,2.351614833331913,2895.3333333333335,1.0
theory_c,0.003,64,L3,0.8433333333333334,0.6,598.4,402.96666666666664,195.43333333333334,1152.5333333333333,402.96666666666664,1152.5333333333333,64.63333333333334,64.63333333333334,1.0,778.0666666666667,83.76666666666667,0.10815015157505047,0.0,0.0,4.21038903332563,2895.3333333333335,1.0
theory_c,0.003,128,L3,0.9633333333333333,0.89,890.7666666666667,529.0333333333333,361.73333333333335,2273.233333333333,529.0333333333333,2273.233333333333,128.13333333333333,128.13333333333333,1.0,1513.5333333333333,246.0,0.16284570767900944,0.0,0.0,7.69639273333856,2895.3333333333335,1.0
theory_c,0.003,256,L3,0.9966666666666666,1.0,1274.2333333333333,608.5,665.7333333333333,4499.333333333333,608.5,4499.333333333333,256.03333333333336,256.03333333333336,1.0,2972.8333333333335,794.2333333333333,0.2673570543059161,0.0,0.0,12.77248740000232,2895.3333333333335,1.0
degree4,0.005,32,L3,0.6633333333333333,0.39000000000000007,484.3666666666667,327.8666666666667,156.5,600.4333333333333,327.8666666666667,600.4333333333333,33.9,33.86666666666667,1.0010101010101011,482.96666666666664,34.36666666666667,0.07181095501711564,0.0,0.0,2.303757433332976,4936.666666666667,1.0
degree4,0.005,64,L3,0.8833333333333333,0.7,775.4666666666667,477.46666666666664,298.0,1140.4666666666667,477.46666666666664,1140.4666666666667,64.3,64.26666666666667,1.0005208333333333,911.8,82.6,0.09141601884435065,0.0,0.0,4.210349500002053,4936.666666666667,1.0
degree4,0.005,128,L3,0.98,0.9,1175.5,629.7,545.8,2262.633333333333,629.7,2262.633333333333,128.26666666666668,128.23333333333332,1.0002604166666667,1796.3666666666666,252.26666666666668,0.14127058368731601,0.0,0.0,7.95383656667165,4936.666666666667,1.0
degree4,0.005,256,L3,1.0,1.0,1708.6,730.5666666666667,978.0333333333333,4498.133333333333,730.5666666666667,4498.133333333333,256.03333333333336,256.0,1.0001302083333334,3551.4333333333334,832.6,0.23499162377178753,0.0,0.0,13.225370233332493,4936.666666666667,1.0
degree8,0.005,32,L3,0.66,0.39000000000000007,485.6333333333333,329.0,156.63333333333333,604.0333333333333,329.0,604.0333333333333,34.166666666666664,33.733333333333334,1.0128495388054213,485.4,33.93333333333333,0.07057290617757782,0.0,0.0,2.3266786999973497,4936.666666666667,1.0
degree8,0.005,64,L3,0.88,0.7,777.5,479.53333333333336,297.96666666666664,1153.9,479.53333333333336,1153.9,65.16666666666667,64.23333333333333,1.0145439867967854,921.9333333333333,82.83333333333333,0.09058146343234844,0.0,0.0,4.2290596666636775,4936.666666666667,1.0
degree8,0.005,128,L3,0.98,0.9,1176.9,630.8333333333334,546.0666666666667,2293.133333333333,630.8333333333334,2293.133333333333,130.2,128.13333333333333,1.0161337209302326,1819.7333333333333,255.26666666666668,0.14101350345062028,0.0,0.0,7.8898188000010805,4936.666666666667,1.0
degree8,0.005,256,L3,1.0,1.0,1709.2,731.1666666666666,978.0333333333333,4564.233333333334,731.1666666666666,4564.233333333334,260.3666666666667,256.0,1.0170572916666667,3602.8,845.5333333333333,0.23517597878508623,0.0,0.0,13.236319633335825,4936.666666666667,1.0
fixed_c1,0.005,32,L3,0.67,0.39000000000000007,485.4,328.7,156.7,602.7666666666667,328.7,602.7666666666667,34.03333333333333,34.03333333333333,1.0,484.6666666666667,34.63333333333333,0.07208658706300984,0.0,0.0,2.5484624333339903,4936.666666666667,1.0
fixed_c1,0.005,64,L3,0.8833333333333333,0.7,775.4333333333333,477.43333333333334,298.0,1140.1333333333334,477.43333333333334,1140.1333333333334,64.26666666666667,64.26666666666667,1.0,911.5666666666667,82.6,0.09144078981120472,0.0,0.0,4.3323881999981495,4936.666666666667,1.0
fixed_c1,0.005,128,L3,0.98,0.9,1175.5,629.7,545.8,2262.3,629.7,2262.3,128.23333333333332,128.23333333333332,1.0,1796.1333333333334,252.26666666666668,0.14129110334001918,0.0,0.0,7.895941499998571,4936.666666666667,1.0
fixed_c1,0.005,256,L3,1.0,1.0,1708.6,730.5666666666667,978.0333333333333,4497.8,730.5666666666667,4497.8,256.0,256.0,1.0,3551.2,832.6,0.2350087846729766,0.0,0.0,13.289995099996569,4936.666666666667,1.0
fixed_c2,0.005,32,L3,0.7533333333333334,0.5,625.6666666666666,465.2,160.46666666666667,1147.9333333333334,465.2,1147.9333333333334,64.86666666666666,32.43333333333333,2.0,891.3333333333334,42.3,0.048214648551524734,0.0,0.0,2.708245033333393,4936.666666666667,1.0
fixed_c2,0.005,64,L3,0.9299999999999999,0.8,905.2666666666667,605.7,299.56666666666666,2278.4666666666667,605.7,2278.4666666666667,128.06666666666666,64.03333333333333,2.0,1766.2333333333333,137.36666666666667,0.07869652511130511,0.0,0.0,4.918735833329417,4936.666666666667,1.0
fixed_c2,0.005,128,L3,0.99,0.99,1247.9333333333334,702.2,545.7333333333333,4547.233333333334,702.2,4547.233333333334,256.0,128.0,2.0,3521.9666666666667,488.7,0.13965123922547684,0.0,0.0,8.732444566670475,4936.666666666667,1.0
fixed_c2,0.005,256,L3,1.0,1.0,1739.3333333333333,761.3,978.0333333333333,9027.533333333333,761.3,9027.533333333333,512.0,256.0,2.0,6971.9,1636.3,0.23527653348826919,0.0,0.0,14.408498566662805,4936.666666666667,1.0
postfilter_hnsw,0.005,500,L3,0.29333333333333333,0.09000000000000004,,,2.933333333333333,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2500259666668,4936.666666666667,1.0
postfilter_hnsw,0.005,1000,L3,0.48666666666666664,0.2,,,4.866666666666666,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2500259666668,4936.666666666667,1.0
postfilter_hnsw,0.005,2000,L3,0.88,0.69,,,8.8,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2500259666668,4936.666666666667,1.0
postfilter_hnsw,0.005,4000,L3,0.9933333333333334,1.0,,,9.933333333333334,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2500259666668,4936.666666666667,1.0
postfilter_hnsw,0.005,8000,L3,1.0,1.0,,,10.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2500259666668,4936.666666666667,1.0
postfilter_hnsw,0.005,16000,L3,1.0,1.0,,,10.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2500259666668,4936.666666666667,1.0
prefilter_exact,0.005,0,L3,1.0,1.0,4936.666666666667,0.0,4936.666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8075504999993655,4936.666666666667,1.0
progress4,0.005,32,L3,0.7833333333333333,0.49000000000000005,502.0,339.0,163.0,710.8666666666667,339.0,710.8666666666667,32.36666666666667,32.333333333333336,1.0010416666666666,591.1666666666666,50.36666666666667,0.08651409581356684,17.9,0.0,3.088370533333773,4936.666666666667,1.0
progress4,0.005,64,L3,0.9233333333333333,0.8800000000000001,790.5,488.9,301.6,1330.0,488.9,1330.0,64.16666666666667,64.13333333333334,1.0005208333333333,1089.1333333333334,118.6,0.11007542429794784,24.4,0.0,5.3216250999999675,4936.666666666667,1.0
progress4,0.005,128,L3,0.99,0.99,1177.5333333333333,631.6666666666666,545.8666666666667,2494.9,631.6666666666666,2494.9,128.1,128.06666666666666,1.0002604166666667,2015.5333333333333,309.26666666666665,0.15446287229060893,29.366666666666667,0.0,9.250646233329954,4936.666666666667,1.0
progress4,0.005,256,L3,1.0,1.0,1708.6666666666667,730.6333333333333,978.0333333333333,4749.6,730.6333333333333,4749.6,256.03333333333336,256.0,1.0001302083333334,3788.2,898.5666666666667,0.23785014252790243,31.433333333333334,0.0,15.013347933334368,4936.666666666667,1.0
progress4_router,0.005,32,L3,0.7833333333333333,0.49000000000000005,516.9,355.6666666666667,161.23333333333332,797.1,347.46666666666664,797.1,32.03333333333333,32.0,1.0010752688172042,591.0666666666667,49.766666666666666,0.08559370211130149,17.833333333333332,4.7,3.391496766669396,4936.666666666667,1.0
progress4_router,0.005,64,L3,0.92,0.8800000000000001,804.5,507.1333333333333,297.3666666666667,1425.8666666666666,497.6333333333333,1425.8666666666666,63.06666666666667,63.03333333333333,1.000537634408602,1086.3666666666666,115.76666666666667,0.10779310932864349,24.3,5.4,5.80387073333289,4936.666666666667,1.0
progress4_router,0.005,128,L3,0.99,0.99,1186.0333333333333,650.7,535.3333333333334,2597.766666666667,640.2666666666667,2597.766666666667,125.0,124.96666666666667,1.000271002710027,2011.5333333333333,298.23333333333335,0.14927951908580323,29.366666666666667,5.966666666666667,9.864507366668818,4936.666666666667,1.0
progress4_router,0.005,256,L3,1.0,1.0,1708.3666666666666,750.7,957.6666666666666,4848.833333333333,739.9333333333333,4848.833333333333,249.86666666666667,249.83333333333334,1.0001349527665317,3780.3,864.7666666666667,0.22941343435006925,31.4,6.1,15.967673666669194,4936.666666666667,1.0
progress8,0.005,32,L3,0.7766666666666667,0.49000000000000005,506.6666666666667,343.3666666666667,163.3,724.0666666666667,343.3666666666667,724.0666666666667,33.13333333333333,32.43333333333333,1.0215964795008914,601.1,50.4,0.08502448594630937,17.866666666666667,0.0,3.0603275999993684,4936.666666666667,1.0
progress8,0.005,64,L3,0.9233333333333333,0.8800000000000001,792.7666666666667,491.03333333333336,301.73333333333335,1345.4,491.03333333333336,1345.4,65.33333333333333,64.13333333333334,1.0187033582089553,1100.5666666666666,118.46666666666667,0.10880064834139308,23.933333333333334,0.0,5.30180623333744,4936.666666666667,1.0
progress8,0.005,128,L3,0.99,0.99,1178.7333333333333,632.9333333333333,545.8,2523.4666666666667,632.9333333333333,2523.4666666666667,130.16666666666666,128.06666666666666,1.0163981750645994,2036.8666666666666,311.3333333333333,0.15380809690646333,28.8,0.0,9.23228880000219,4936.666666666667,1.0
progress8,0.005,256,L3,1.0,1.0,1709.2666666666667,731.2333333333333,978.0333333333333,4808.5,731.2333333333333,4808.5,260.3666666666667,256.0,1.0170572916666667,3832.866666666667,909.0,0.23775632619612555,30.533333333333335,0.0,15.086176800000809,4936.666666666667,1.0
theory_c,0.005,32,L3,0.67,0.39000000000000007,485.4,328.7,156.7,602.7666666666667,328.7,602.7666666666667,34.03333333333333,34.03333333333333,1.0,484.6666666666667,34.63333333333333,0.07208658706300984,0.0,0.0,2.365400733337234,4936.666666666667,1.0
theory_c,0.005,64,L3,0.8833333333333333,0.7,775.4333333333333,477.43333333333334,298.0,1140.1333333333334,477.43333333333334,1140.1333333333334,64.26666666666667,64.26666666666667,1.0,911.5666666666667,82.6,0.09144078981120472,0.0,0.0,4.244239400000538,4936.666666666667,1.0
theory_c,0.005,128,L3,0.98,0.9,1175.5,629.7,545.8,2262.3,629.7,2262.3,128.23333333333332,128.23333333333332,1.0,1796.1333333333334,252.26666666666668,0.14129110334001918,0.0,0.0,7.891149666673414,4936.666666666667,1.0
theory_c,0.005,256,L3,1.0,1.0,1708.6,730.5666666666667,978.0333333333333,4497.8,730.5666666666667,4497.8,256.0,256.0,1.0,3551.2,832.6,0.2350087846729766,0.0,0.0,13.283293833338425,4936.666666666667,1.0
degree4,0.007,32,L2,0.43666666666666665,0.19000000000000006,310.43333333333334,258.6666666666667,51.766666666666666,781.3,258.6666666666667,781.3,39.266666666666666,38.0,1.0320572042670624,326.03333333333336,38.5,0.11848359300343797,0.0,0.0,2.5291694333304804,7114.666666666667,3.0
degree4,0.007,64,L2,0.6166666666666667,0.4,517.0,413.3,103.7,1401.9666666666667,413.3,1401.9666666666667,70.66666666666667,68.13333333333334,1.0365486224228102,575.5666666666667,72.8,0.12740021195093618,0.0,0.0,4.427744833330394,7114.666666666667,3.0
degree4,0.007,128,L2,0.8133333333333332,0.7,882.7,676.1,206.6,2689.3,676.1,2689.3,135.7,130.63333333333333,1.0385016926749855,1094.8333333333333,160.83333333333334,0.14763022251291597,0.0,0.0,8.281156966666003,7114.666666666667,3.0
degree4,0.007,256,L2,0.9466666666666667,0.89,1452.5666666666666,1050.6666666666667,401.9,5315.266666666666,1050.6666666666667,5315.266666666666,269.73333333333335,257.96666666666664,1.0455533286121128,2115.0666666666666,396.1666666666667,0.18792873381011974,0.0,0.0,15.996703633337006,7114.666666666667,3.0
degree8,0.007,32,L2,0.52,0.2,363.53333333333336,309.9,53.63333333333333,1005.3333333333334,309.9,1005.3333333333334,51.833333333333336,35.4,1.4608562394292557,403.53333333333336,38.333333333333336,0.09514486918437225,0.0,0.0,2.548099166668294,7114.666666666667,3.0
degree8,0.007,64,L2,0.69,0.49000000000000005,611.2333333333333,506.43333333333334,104.8,1898.7,506.43333333333334,1898.7,98.16666666666667,66.33333333333333,1.479130768177021,763.4333333333333,80.83333333333333,0.10579458290469672,0.0,0.0,4.594958366666901,7114.666666666667,3.0
degree8,0.007,128,L2,0.86,0.7,1009.3666666666667,803.6666666666666,205.7,3717.0666666666666,803.6666666666666,3717.0666666666666,193.66666666666666,129.3,1.4975496075982377,1481.6333333333334,199.03333333333333,0.13448724279208704,0.0,0.0,8.77055916666715,7114.666666666667,3.0
degree8,0.007,256,L2,0.9733333333333333,0.9,1608.8666666666666,1208.9,399.96666666666664,7521.466666666666,1208.9,7521.466666666666,393.8666666666667,257.03333333333336,1.5322174006425144,2937.6,537.3,0.18299390620706127,0.0,0.0,17.13921663333622,7114.666666666667,3.0
fixed_c1,0.007,32,L2,0.45,0.2,314.56666666666666,262.8,51.766666666666666,793.2333333333333,262.8,793.2333333333333,39.5,39.5,1.0,332.6333333333333,40.0,0.12130177609243932,0.0,0.0,2.8435762333382777,7114.666666666667,3.0
fixed_c1,0.007,64,L2,0.6033333333333334,0.3800000000000001,510.46666666666664,406.96666666666664,103.5,1366.0333333333333,406.96666666666664,1366.0333333333333,68.16666666666667,68.16666666666667,1.0,565.0,72.73333333333333,0.12990219749058857,0.0,0.0,4.405771399999973,7114.666666666667,3.0
fixed_c1,0.007,128,L2,0.8,0.69,872.7,665.8,206.9,2615.1666666666665,665.8,2615.1666666666665,130.93333333333334,130.93333333333334,1.0,1070.4333333333334,159.9,0.1503548609989296,0.0,0.0,8.21714223333269,7114.666666666667,3.0
fixed_c1,0.007,256,L2,0.94,0.8,1433.3,1031.6333333333334,401.6666666666667,5120.866666666667,1031.6333333333334,5120.866666666667,257.8,257.8,1.0,2046.0666666666666,386.6333333333333,0.18973460378512644,0.0,0.0,15.742428300004955,7114.666666666667,3.0
fixed_c2,0.007,32,L2,0.5533333333333333,0.3800000000000001,450.56666666666666,397.56666666666666,53.0,1382.6666666666667,397.56666666666666,1382.6666666666667,68.66666666666667,34.333333333333336,2.0,548.2666666666667,42.3,0.07873245219905535,0.0,0.0,2.7738951000012926,7114.666666666667,3.0
fixed_c2,0.007,64,L2,0.7233333333333333,0.5,732.5666666666667,628.4,104.16666666666667,2623.6,628.4,2623.6,130.8,65.4,2.0,1033.3666666666666,93.2,0.09149343552218969,0.0,0.0,4.946328766664958,7114.666666666667,3.0
fixed_c2,0.007,128,L2,0.8933333333333333,0.79,1157.8666666666666,952.9,204.96666666666667,5135.833333333333,952.9,5135.833333333333,258.06666666666666,129.03333333333333,2.0,2018.0666666666666,248.16666666666666,0.12406838875351016,0.0,0.0,9.496331266666402,7114.666666666667,3.0
fixed_c2,0.007,256,L2,0.98,0.9,1761.3666666666666,1361.4,399.96666666666664,10166.933333333332,1361.4,10166.933333333332,513.5333333333333,256.76666666666665,2.0,3935.4333333333334,680.8,0.17371713735717312,0.0,0.0,18.245333566666016,7114.666666666667,3.0
postfilter_hnsw,0.007,500,L2,0.33666666666666667,0.1,,,3.3666666666666667,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2500259666668,7114.666666666667,3.0
postfilter_hnsw,0.007,1000,L2,0.7,0.39000000000000007,,,7.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2500259666668,7114.666666666667,3.0
postfilter_hnsw,0.007,2000,L2,1.0,1.0,,,10.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2500259666668,7114.666666666667,3.0
postfilter_hnsw,0.007,4000,L2,1.0,1.0,,,10.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2500259666668,7114.666666666667,3.0
postfilter_hnsw,0.007,8000,L2,1.0,1.0,,,10.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2500259666668,7114.666666666667,3.0
postfilter_hnsw,0.007,16000,L2,1.0,1.0,,,10.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2500259666668,7114.666666666667,3.0
prefilter_exact,0.007,0,L2,1.0,1.0,7114.666666666667,0.0,7114.666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2408382666687128,7114.666666666667,3.0
progress4,0.007,32,L2,0.5566666666666666,0.3,329.3666666666667,275.8333333333333,53.53333333333333,877.7,275.8333333333333,877.7,36.233333333333334,34.6,1.046480619561502,389.93333333333334,39.166666666666664,0.10120663139146849,19.466666666666665,0.0,3.274138066669252,7114.666666666667,3.0
progress4,0.007,64,L2,0.7366666666666667,0.49000000000000005,551.1333333333333,445.8,105.33333333333333,1626.9666666666667,445.8,1626.9666666666667,69.13333333333334,66.2,1.0437938607548818,715.6333333333333,85.5,0.12099445869280366,31.033333333333335,0.0,5.747592233336718,7114.666666666667,3.0
progress4,0.007,128,L2,0.8633333333333334,0.7,913.4666666666667,706.6,206.86666666666667,3067.4666666666667,706.6,3067.4666666666667,135.66666666666666,129.83333333333334,1.0447852060686698,1324.6666666666667,201.6,0.15395976291935512,47.8,0.0,10.442032500003506,7114.666666666667,3.0
progress4,0.007,256,L2,0.9600000000000001,0.9,1473.5333333333333,1070.8666666666666,402.6666666666667,5872.066666666667,1070.8666666666666,5872.066666666667,269.93333333333334,257.3333333333333,1.0489369979426857,2443.0333333333333,475.0,0.19573073557064394,69.0,0.0,18.997099966662745,7114.666666666667,3.0
progress4_router,0.007,32,L2,0.5466666666666666,0.3,405.1666666666667,359.1333333333333,46.03333333333333,995.2666666666667,277.6333333333333,995.2666666666667,29.166666666666668,28.033333333333335,1.040998818216893,368.6666666666667,29.1,0.07970625331518386,17.566666666666666,7.933333333333334,3.523006466663977,7114.666666666667,3.0
progress4_router,0.007,64,L2,0.7133333333333333,0.49000000000000005,647.9,559.3,88.6,1774.5666666666666,442.53333333333336,1774.5666666666666,56.53333333333333,54.0,1.0467188844444901,677.6,65.83333333333333,0.09811525630751865,28.066666666666666,11.3,6.108218999996969,7114.666666666667,3.0
progress4_router,0.007,128,L2,0.84,0.69,1038.7666666666667,864.3666666666667,174.4,3281.266666666667,700.3666666666667,3281.266666666667,113.5,108.13333333333334,1.0499778439715317,1272.8,159.96666666666667,0.1269664902157717,44.4,16.033333333333335,11.030094333333787,7114.666666666667,3.0
progress4_router,0.007,256,L2,0.9566666666666667,0.9,1636.9333333333334,1284.3,352.6333333333333,6163.0,1069.3333333333333,6163.0,234.63333333333333,223.06666666666666,1.0521249110298705,2394.1,397.0,0.16673940933112558,66.03333333333333,21.066666666666666,19.941326066666914,7114.666666666667,3.0
progress8,0.007,32,L2,0.5866666666666667,0.3,387.76666666666665,334.03333333333336,53.733333333333334,1135.0333333333333,334.03333333333336,1135.0333333333333,50.6,34.13333333333333,1.4763035637300344,483.0,42.166666666666664,0.08798302050445593,17.633333333333333,0.0,3.3017856000033894,7114.666666666667,3.0
progress8,0.007,64,L2,0.7633333333333333,0.5800000000000001,632.9,527.8333333333334,105.06666666666666,2104.2,527.8333333333334,2104.2,97.83333333333333,65.5,1.4916632195865391,887.5333333333333,96.03333333333333,0.10866758027277822,26.7,0.0,5.811727466668041,7114.666666666667,3.0
progress8,0.007,128,L2,0.8833333333333333,0.79,1030.6333333333334,824.4666666666667,206.16666666666666,4051.1,824.4666666666667,4051.1,194.56666666666666,129.5,1.5020115120103754,1678.8,235.66666666666666,0.14130209249515743,38.666666666666664,0.0,10.670132399993312,7114.666666666667,3.0
progress8,0.007,256,L2,0.98,0.9,1618.6333333333334,1218.0,400.6333333333333,7939.6,1218.0,7939.6,394.6333333333333,257.0,1.5353327048021184,3186.233333333333,593.5333333333333,0.18688940695126116,51.266666666666666,0.0,19.62492586666542,7114.666666666667,3.0
theory_c,0.007,32,L2,0.5866666666666667,0.3,567.1333333333333,514.2,52.93333333333333,2037.7666666666667,514.2,2037.7666666666667,100.4,33.46666666666667,3.0,779.4,47.1,0.06181506798221868,0.0,0.0,3.0642315333324177,7114.666666666667,3.0
theory_c,0.007,64,L2,0.7799999999999999,0.6,884.2666666666667,780.1,104.16666666666667,3901.133333333333,780.1,3901.133333333333,194.9,64.96666666666667,3.0,1490.1333333333334,121.26666666666667,0.0827016390716744,0.0,0.0,5.57667056666465,7114.666666666667,3.0
theory_c,0.007,128,L2,0.9033333333333334,0.79,1336.3333333333333,1132.0,204.33333333333334,7714.5,1132.0,7714.5,386.8,128.93333333333334,3.0,2946.4333333333334,346.8666666666667,0.1189904852888845,0.0,0.0,10.727554400000372,7114.666666666667,3.0
theory_c,0.007,256,L2,0.98,0.9,1936.5333333333333,1536.7333333333333,399.8,15295.4,1536.7333333333333,15295.4,770.4,256.8,3.0,5786.8,986.7333333333333,0.1713955161121283,0.0,0.0,20.618591799999802,7114.666666666667,3.0
degree4,0.01,32,L2,0.45666666666666667,0.2,359.56666666666666,300.53333333333336,59.03333333333333,733.7333333333333,300.53333333333336,733.7333333333333,37.0,36.6,1.0112134093403442,372.2,36.233333333333334,0.09838201696541414,0.0,0.0,2.481384033333711,9917.666666666666,2.0
degree4,0.01,64,L2,0.6566666666666666,0.4,610.1,493.46666666666664,116.63333333333334,1331.0333333333333,493.46666666666664,1331.0333333333333,67.7,67.13333333333334,1.0085067338571987,676.2333333333333,71.76666666666667,0.10710127506915965,0.0,0.0,4.3872726000008315,9917.666666666666,2.0
degree4,0.01,128,L2,0.8366666666666667,0.69,1028.9,799.8666666666667,229.03333333333333,2557.6,799.8666666666667,2557.6,130.36666666666667,129.26666666666668,1.0085040779350538,1279.6,162.3,0.12807288134935,0.0,0.0,8.29927603333734,9917.666666666666,2.0
degree4,0.01,256,L2,0.9666666666666667,0.9,1708.2666666666667,1254.9,453.3666666666667,5073.966666666666,1254.9,5073.966666666666,259.3,256.7,1.0101193939984547,2501.9,406.73333333333335,0.16358973121405343,0.0,0.0,16.07764236666469,9917.666666666666,2.0
degree8,0.01,32,L2,0.48000000000000004,0.3,398.6666666666667,339.76666666666665,58.9,854.9666666666667,339.76666666666665,854.9666666666667,44.166666666666664,36.233333333333334,1.2205821918627653,428.3666666666667,36.8,0.08629132438827804,0.0,0.0,2.5216402333351575,9917.666666666666,2.0
degree8,0.01,64,L2,0.6933333333333334,0.5,669.4,551.5,117.9,1577.9333333333334,551.5,1577.9333333333334,82.1,66.4,1.2366331036963234,785.3,74.4,0.09509409760787271,0.0,0.0,4.49201789999923,9917.666666666666,2.0
degree8,0.01,128,L2,0.85,0.7,1114.8666666666666,885.3666666666667,229.5,3074.0666666666666,885.3666666666667,3074.0666666666666,160.9,128.96666666666667,1.2475082861303293,1517.2666666666667,181.23333333333332,0.1198621424702439,0.0,0.0,8.90912540000007,9917.666666666666,2.0
degree8,0.01,256,L2,0.9666666666666667,0.9,1821.1,1367.9,453.2,6203.633333333333,1367.9,6203.633333333333,326.3666666666667,256.8666666666667,1.2705579899129196,3021.7,486.93333333333334,0.1613831284239779,0.0,0.0,16.69591023333415,9917.666666666666,2.0
